NDVI,QA,TIMEOFDAY,date
6407.788105695153,412.3347079871429,454.0,2014-01-01
5662.8682744465605,533.8537206622598,436.0,2014-01-02
5488.920800633595,668.7911334829281,468.22276621787034,2014-01-03
4906.9833070155655,664.7757899205533,536.0,2014-01-04
2815.3424717783314,985.9582145672874,518.0,2014-01-05
2748.173728192347,882.89010855722,500.0,2014-01-06
1717.1733026135792,1036.1643519922375,442.0,2014-01-07
5883.095863282969,807.5924555764451,512.5421739768227,2014-01-08
3916.29827004838,1645.2915883316152,542.0,2014-01-09
920.6849435566633,1199.9402632057734,524.0,2014-01-10
3561.8358745052046,1096.4207047122322,506.0,2014-01-11
756.2414282512885,1806.207471647765,448.0,2014-01-12
329.8578471651602,1567.5222875856632,430.0,2014-01-13
375.56495107193547,1805.9673115410271,548.0,2014-01-14
1483.1411908704729,1786.1332403420463,530.0,2014-01-15
2022.3909568723452,1004.4219782885563,512.0,2014-01-16
287.9231766145871,1804.9285584328945,454.0,2014-01-17
581.9730002159984,1804.7495299896898,436.0,2014-01-18
1298.1122269461955,1096.596397598399,470.23867468113184,2014-01-19
1574.4456764345882,1156.9556067681488,536.0,2014-01-20
204.72416068025214,1061.9328643337985,518.0,2014-01-21
1764.5997654302887,996.7909515434535,500.0,2014-01-22
1438.1211676690627,1115.7092000727762,442.0,2014-01-23
2606.825978595514,988.4718903511432,485.22973171089285,2014-01-24
7497.34766026111,155.0633755837225,542.0,2014-01-25
3770.33246771983,913.4302868579055,524.0,2014-01-26
1062.7170502858817,1213.5807508035662,506.0,2014-01-27
2965.225993256121,880.4774091818789,448.0,2014-01-28
4138.81481748146,880.1022499848385,430.0,2014-01-29
3356.0379932521632,1145.6000363878952,548.0,2014-01-30
2382.7526866515836,1015.495724422342,530.0,2014-01-31
212.92347163172556,1805.5888774334403,512.0,2014-02-01
6152.269643655882,367.8737946509795,454.0,2014-02-02
3897.9311685506514,666.6517071987387,436.0,2014-02-03
5208.003153880006,658.6242949845353,480.41396508728184,2014-02-04
4314.320829433364,859.1695069440237,536.0,2014-02-05
5389.493700050399,667.8568136333313,518.0,2014-02-06
5609.434833602109,1040.0488204257385,500.0,2014-02-07
6006.949567512096,380.5974892352478,442.0,2014-02-08
1638.4186766505866,1036.9432955303537,424.0,2014-02-09
3302.8299373605014,928.3320395415127,542.0,2014-02-10
248.34281942203313,1767.7182970465158,524.0,2014-02-11
1457.7542659658725,1091.2473163927468,506.0,2014-02-12
4525.464106969448,866.5480623445936,448.0,2014-02-13
4680.422276621787,816.2202074110015,430.0,2014-02-14
4122.175916006,849.610528230942,548.0,2014-02-15
3583.785463509375,785.701619261326,530.0,2014-02-16
5453.779211259347,600.1086785129479,512.0,2014-02-17
5902.735449347602,463.25980957001644,454.0,2014-02-18
4585.490172078623,673.8640305658319,436.0,2014-02-19
5150.222230522148,668.5200436654742,496.09128258758483,2014-02-20
390.54669162646695,1095.6256292073506,536.0,2014-02-21
1686.4820407564873,984.3234277397054,518.0,2014-02-22
591.9460489664272,1045.160470616775,500.0,2014-02-23
2492.7315141478866,982.4770453029295,442.0,2014-02-24
3691.9494942090605,763.2465279883561,502.872892537751,2014-02-25
3856.046327517958,940.8528716113776,542.0,2014-02-26
4666.729511801788,696.7703923828007,524.0,2014-02-27
4496.935786541562,667.1790284432045,506.0,2014-02-28
6157.586867305059,451.4920249863546,448.0,2014-03-01
5512.138791364757,693.1594396264178,430.0,2014-03-02
5552.967216627385,537.6240523985689,548.4247553746161,2014-03-03
5260.813305493555,558.5155558250957,530.0,2014-03-04
1422.8825685383372,1088.616774819577,512.0,2014-03-05
4282.630761186226,690.3976590454243,454.0,2014-03-06
2252.2941896464827,971.5322942567774,436.0,2014-03-07
5355.122497759186,763.4708593607861,538.4723633104273,2014-03-08
7072.281013751891,235.90332949238882,536.0,2014-03-09
1151.3237094103247,956.4006307235127,518.0,2014-03-10
370.64448028148365,1041.5478804051188,500.0,2014-03-11
3934.525235798113,897.5937291527686,442.0,2014-03-12
1937.7457117724668,1740.898417126569,529.1149391584811,2014-03-13
3147.504251576015,918.7895566741466,542.0,2014-03-14
2193.9130013418817,1023.7680271696282,524.0,2014-03-15
3938.3902653569853,671.029595487901,506.0,2014-03-16
4322.082094569359,898.310449390503,430.0,2014-03-18
6807.034055727553,364.6595912426467,554.0,2014-03-19
6496.466347949502,295.28497786403057,530.0,2014-03-20
1376.609547123623,1026.1550730790227,512.0,2014-03-21
1098.0177393344086,1034.3575717144765,454.0,2014-03-22
272.82876411083424,1722.0238340711992,436.0,2014-03-23
0.08526660074542235,1591.738189095761,566.374229862326,2014-03-24
2611.104039167686,1113.7141124385953,541.1354309165528,2014-03-25
3282.301495381908,997.413063254291,518.0,2014-03-26
2199.43365253078,977.2722421007946,500.0,2014-03-27
4878.84844121247,647.0699860513068,442.0,2014-03-28
4657.964573859469,548.1156528594821,465.2483497139503,2014-03-29
5813.4041234033,548.3445933652739,548.0,2014-03-30
5699.798401612787,421.9552428891989,524.0,2014-03-31
5712.6581879489795,525.6917338831948,506.0,2014-04-01
5998.154742706348,417.8728243071138,448.0,2014-04-02
6734.421628626971,244.23106313299778,430.0,2014-04-03
6357.600979192165,392.34380496088306,554.0,2014-04-04
5799.238687618218,516.4281035842077,536.0,2014-04-05
4528.890998387333,752.659409303172,512.0,2014-04-06
5474.214113168876,635.7549275274425,454.0,2014-04-07
5405.453379269902,530.1435502456185,436.0,2014-04-08
6574.11414058415,267.79222511977684,494.35108687532676,2014-04-09
6130.302521624395,415.33282794590343,542.0,2014-04-10
4991.703709133559,527.7197525623143,518.0,2014-04-11
5321.26178990568,771.7369761659288,500.0,2014-04-12
2535.3178054575556,1095.8048395900296,442.0,2014-04-13
1945.376324034015,1804.7805809933895,606.0,2014-04-14
802.6040903093389,1746.028685790527,548.0,2014-04-15
806.0303474563846,1797.5544302262113,530.0,2014-04-16
4516.010189121828,776.0073988719754,506.0,2014-04-17
4132.423544934761,1628.9469343198496,448.0,2014-04-18
2877.640002879977,1038.4878403784342,430.0,2014-04-19
4479.412564029596,812.7251501000671,554.0,2014-04-20
3072.869468230553,810.0580386924619,536.0,2014-04-21
5566.508603931169,644.0776881557402,513.4200446396429,2014-04-22
3644.3269589900647,1148.470859360786,454.0,2014-04-23
622.234233597285,1625.0777488022318,436.0,2014-04-24
5898.396644826842,510.8221238401359,503.2277341781265,2014-04-25
3139.0528831789666,1525.7516526168959,542.0,2014-04-26
5547.320407564873,469.7617199345019,524.0,2014-04-27
3760.730932994696,765.6402450118264,500.0,2014-04-28
5476.155014759882,387.98950815695315,442.0,2014-04-29
5487.481748146013,515.0396628055067,449.9588163294694,2014-04-30
3889.2774519865125,691.2430711383348,548.0,2014-05-01
5759.885232918137,482.27691188064773,530.0,2014-05-02
4160.394052847577,941.5669234034813,510.63640290877674,2014-05-03
5095.249816742414,568.0722299714961,448.0,2014-05-04
4497.261657061597,637.6621990417855,430.0,2014-05-05
5929.811757806773,417.25277457699076,554.0,2014-05-06
3838.8261252015836,919.4008126629877,536.0,2014-05-07
2938.0633338220196,1264.0228030808419,518.0,2014-05-08
2315.766676440405,1635.1952210564616,454.0,2014-05-09
1307.9551855654981,1727.2849172175395,436.0,2014-05-10
4622.770866950271,1559.6522530171633,466.5502420419539,2014-05-11
3696.2067878610183,772.957365516405,542.0,2014-05-12
4227.398182084738,645.1550124325308,524.0,2014-05-13
4586.421199237649,641.7897386136211,505.59983873332345,2014-05-14
5551.126154522798,285.0044271938869,442.0,2014-05-15
4650.432356541147,525.2331251137123,485.58830729354156,2014-05-16
5151.625796061782,445.8329795621325,548.0,2014-05-17
4884.179885647266,503.05021529504523,530.0,2014-05-18
5626.876448988411,595.6805142822487,512.0,2014-05-19
2939.6279870986655,1239.2793983868037,448.0,2014-05-20
1142.1485769776648,1620.9150949117595,430.0,2014-05-21
2150.544856950773,229.03972345199824,554.0,2014-05-22
2605.0387689549566,1194.1703559949055,536.0,2014-05-23
4978.8685676587,579.5600097034387,518.0,2014-05-24
2515.5201282242438,1185.4134877797323,487.1824958998063,2014-05-25
4414.620269549988,594.3170598580872,436.0,2014-05-26
2811.8951233842536,1005.260052155983,472.22840775558154,2014-05-27
1369.5607099054903,1162.000727757899,542.0,2014-05-28
1865.5693446708697,1309.0713809206136,524.0,2014-05-29
4750.392252861977,852.5003942021957,506.0,2014-05-30
5180.614299085608,496.31712050457884,442.0,2014-05-31
4903.865776734633,968.2271817575354,468.2652193046795,2014-06-01
5178.628940038117,462.2693917156893,548.0,2014-06-02
3443.22108433735,1309.449147916793,530.0,2014-06-03
5088.171162586131,1283.8049002365212,512.0,2014-06-04
305.9078407372741,1200.985080963066,449.28965368277045,2014-06-05
2390.011735906113,683.5147067742131,430.0,2014-06-06
121.64709757704411,28.793195463642355,554.0,2014-06-07
916.3907734056988,691.0348717326706,536.0,2014-06-08
324.27686556223415,1718.622778822245,518.0,2014-06-09
1356.5266823046472,1503.5674085754138,500.0,2014-06-10
430.2674778601771,1805.0323852265144,436.0,2014-06-11
644.4535963712291,1787.7529868397112,512.5052919576643,2014-06-12
623.863869737421,1805.663593911092,542.0,2014-06-13
1245.7563407125053,1800.2015282915881,524.0,2014-06-14
3533.2171502627975,1468.859664018437,506.0,2014-06-15
3651.1590675853986,1712.5224088786465,442.0190587890338,2014-06-16
1264.1373037993253,1805.5471526472193,500.07583981223405,2014-06-17
-113.73134437765721,992.3398022924378,548.0,2014-06-18
1503.2791379563112,707.9866577718483,530.0,2014-06-19
1590.3692130462953,1338.156831827279,512.0,2014-06-20
1296.9736482108144,1734.7329128509914,454.0,2014-06-21
2229.1900784793716,712.4066347261811,430.0,2014-06-22
2912.084063914028,917.5982169931469,554.0,2014-06-23
5643.734643014222,481.5031839408091,536.0,2014-06-24
2144.3138835947807,1771.0237734247073,518.0,2014-06-25
-121.5756487318575,1298.762750924859,500.0,2014-06-26
2571.4512982250253,1459.8448056279942,436.0,2014-06-27
5554.951854066986,649.4825641336649,485.8962320574163,2014-06-28
1381.281881774156,1394.748498999333,542.0,2014-06-29
73.10518985485999,1667.39978167263,524.0,2014-06-30
134.296997624019,1804.9896900964277,506.0,2014-07-01
4064.671771121237,824.9830189823521,448.0,2014-07-02
46.52864314188691,1712.266056158651,592.7389635316697,2014-07-03
459.2058349215657,1805.507853720662,548.0,2014-07-04
3508.745198651224,1387.6694766207772,530.0,2014-07-05
1502.7145579827006,1805.5888774334403,512.0,2014-07-06
659.991638550682,1805.6082843107524,454.0,2014-07-07
149.02603784656006,1805.5345381769664,430.0,2014-07-08
835.5919577173058,1804.9426284189458,554.0,2014-07-09
2770.8385829583603,786.0249257080479,536.0,2014-07-10
5355.562380882569,853.1622900115228,518.0,2014-07-11
4586.264883842533,899.5958517799749,500.0,2014-07-12
3513.253703975356,1100.5379950269878,442.0,2014-07-13
2950.365855446415,1784.8432288192128,433.96935933147626,2014-07-14
-263.4248843801283,712.5156164715875,542.0,2014-07-15
873.2093534672335,1805.5888774334403,524.0,2014-07-16
449.4714851194839,1805.5888774334403,506.0,2014-07-17
1062.110239108112,1564.6253259748923,448.0,2014-07-18
-5.440874133861265,1029.2478015646793,606.0,2014-07-19
1866.7913304972863,1802.2052883740673,548.0,2014-07-20
118.25998992008063,1804.8659712535627,530.0,2014-07-21
925.3444509602697,1805.5151312996543,512.0,2014-07-22
1801.5787313701487,1420.5354478743402,454.0,2014-07-23
874.4827004837999,1805.5961550124323,436.0,2014-07-24
574.9741522067823,1473.225362362787,554.0,2014-07-25
1668.7531186972437,1749.0702286372734,536.0,2014-07-26
995.0269022137516,1805.631572563527,518.0,2014-07-27
983.8196012314909,1805.4336224149433,500.0,2014-07-28
1018.0174958600331,1805.0449996967673,442.0,2014-07-29
362.85357302700277,1795.4609133361635,426.48440996568695,2014-07-30
371.55576355389155,1804.8732488325547,542.0,2014-07-31
881.8273713531739,1801.6298744617623,524.0,2014-08-01
2046.7408740730077,1804.9896900964277,506.0,2014-08-02
212.56622096063342,1806.0837528049,448.0,2014-08-03
751.0678234574124,1805.16483716417,530.500827993376,2014-08-04
