NDVI,QA,TIMEOFDAY,date
3131.421991084696,1812.2461407560475,454.0,2014-01-01
3009.4719691119694,693.3898140269845,436.0,2014-01-02
274.6747490347491,1162.472954904583,475.25652509652514,2014-01-03
3185.5769884169886,713.068433207731,536.0,2014-01-04
28.707280832095094,1165.4781815971805,518.0,2014-01-05
62.35366795366796,1044.6180867874077,500.0,2014-01-06
2104.0390733590734,1297.3670839917345,442.0,2014-01-07
408.31505791505793,1812.6180867874075,424.0,2014-01-08
686.6898713826366,1812.9900328187678,472.9067524115756,2014-01-09
1427.6445765230312,1749.51416069041,524.0,2014-01-10
136.499305019305,1796.4683359669384,506.0,2014-01-11
-48.71530460624071,1812.2461407560475,448.0,2014-01-12
-44.0111441307578,1812.2461407560475,430.0,2014-01-13
-121.14965250965251,1812.4941047769541,548.0,2014-01-14
497.86054054054057,1812.6180867874075,530.0,2014-01-15
809.8214671814671,1748.7192172116206,512.0,2014-01-16
-25.208320950965824,1812.2461407560475,454.0,2014-01-17
39.532540861812784,1812.2461407560475,436.0,2014-01-18
-59.972511144130756,1801.41740610186,498.5693907875186,2014-01-19
95.23474903474903,1761.1815971800172,536.0,2014-01-20
1545.3491891891892,1812.6180867874075,518.0,2014-01-21
1292.4509652509653,988.7073659900332,500.0,2014-01-22
763.8454054054055,1812.6180867874075,442.0,2014-01-23
3814.0955707255116,980.3549896681657,424.0,2014-01-24
6663.641639871384,959.982375106357,530.8488745980708,2014-01-25
444.99019316493315,1222.4846237996842,524.0,2014-01-26
4639.911589895988,1015.5543332928165,506.0,2014-01-27
616.6576523031204,1044.2057858271548,448.0,2014-01-28
4880.197992277993,626.1811109760546,430.0,2014-01-29
7463.906752411575,343.05062598760185,461.02122186495177,2014-01-30
494.2440514469454,1812.9900328187678,530.0,2014-01-31
1435.9491891891892,1812.6180867874075,512.0,2014-02-01
5075.15861003861,681.5830193266075,454.0,2014-02-02
3555.4489575289576,434.31785584052517,436.0,2014-02-03
1837.7221864951769,932.2888051537622,434.72668810289395,2014-02-04
2343.6603861003864,712.4693083748637,536.0,2014-02-05
4043.4897297297302,744.2920870305095,518.0,2014-02-06
5858.769575289575,501.8021149872372,500.0,2014-02-07
3115.0827799227795,720.8854381913214,442.0,2014-02-08
1648.6228571428574,1264.413091041692,424.0,2014-02-09
3111.187459807074,872.7198249665738,426.5749196141479,2014-02-10
62.486181277860325,1184.4907013492161,524.0,2014-02-11
1082.1956756756758,1674.8473319557559,506.0,2014-02-12
2889.2326894502235,1220.195089339978,448.0,2014-02-13
