NDVI,QA,TIMEOFDAY,date
6939.0033530572,351.5878795209871,454.0,2014-01-01
5342.226405054872,504.1758800048387,436.0,2014-01-02
6755.1938299967205,485.6263457118665,515.6950443058747,2014-01-03
5633.718606180146,710.0537679932262,536.0,2014-01-04
2410.3165946125714,998.1792064836097,518.0,2014-01-05
877.6516573679031,1035.5970726986816,500.0,2014-01-06
453.9280078895464,1035.6212652715615,442.0,2014-01-07
5976.981867388363,655.5795330833432,511.1307171853857,2014-01-08
4303.100484966052,867.6453973630097,542.0,2014-01-09
1329.1242091672048,1072.1145518325875,524.0,2014-01-10
3672.243977682968,1688.0748155316323,506.0,2014-01-11
1936.2290979631425,1734.6288859320196,448.0,2014-01-12
420.6107084557624,1199.6582194266362,430.0,2014-01-13
1170.3864071263608,1737.196443691787,548.0,2014-01-14
2860.584954864594,1604.529333494617,530.0,2014-01-15
3862.306443129521,818.0811056005808,512.0,2014-01-16
587.1531394580304,1803.814805854603,454.0,2014-01-17
559.4582868395145,1803.597072698682,436.0,2014-01-18
2497.1513351134854,1104.4430869722999,519.4552736982645,2014-01-19
1996.2655984303465,1354.306096528366,536.0,2014-01-20
375.0910585141355,1072.2236603362767,518.0,2014-01-21
2466.19842209073,1053.4886899721787,500.0,2014-01-22
2373.518390422348,1041.134087335188,442.0,2014-01-23
3469.5282341203856,956.3856900931418,582.1706019288329,2014-01-24
6227.338433783241,461.50580621749117,542.0,2014-01-25
2845.089858877585,1151.9635901778154,524.0,2014-01-26
5844.847981621267,888.6403774041371,506.0,2014-01-27
4495.15287167706,676.3259344381274,448.0,2014-01-28
3387.550361604208,1069.8257529938312,430.0,2014-01-29
598.1212395093609,1138.7317648481917,548.0,2014-01-30
1808.0777519122053,1176.2709568162577,530.0,2014-01-31
821.567227716288,1786.8175880004842,512.0,2014-02-01
4930.631492439184,839.0447562598282,454.0,2014-02-02
3872.137649402392,855.6658400870934,436.0,2014-02-03
5593.1271699368135,704.3045844925608,488.55550382440975,2014-02-04
4025.4717291255756,886.6864037740417,536.0,2014-02-05
2382.975779455203,950.1800532236607,518.0,2014-02-06
7157.676928126027,265.80101608806103,500.0,2014-02-07
6795.6612097304405,238.68833917987183,442.0,2014-02-08
4708.88731097962,1095.0395548566594,424.0,2014-02-09
2361.254240631164,906.0132454336523,542.0,2014-02-10
1321.0457499179522,1471.927119874199,524.0,2014-02-11
3017.4471283229414,889.153018023467,506.0,2014-02-12
4657.882971729127,748.1778758921013,448.0,2014-02-13
5723.0027063599455,615.8342808757714,430.0,2014-02-14
1729.6950533462661,988.3983307124714,548.0,2014-02-15
3435.07704864512,955.5358654892949,530.0,2014-02-16
