date,NDVI,TIMEOFDAY,QA
2014-01-01,0.6182105373746913,4.54,293.9954619694259
2014-01-02,0.39825968932748407,4.36,655.8098950516735
2014-01-03,0.6611491378176398,4.465872337327203,252.93006538675527
2014-01-04,0.7726433553907464,5.36,159.8043078047476
2014-01-05,0.4453263139331285,5.18,686.7957194690543
2014-01-06,0.1024400478936932,5.0,1034.5218508283203
2014-01-07,0.13188027459971188,4.42,1013.128965529458
2014-01-08,0.3461550525505679,5.208114572524355,999.1488902062059
2014-01-09,0.3564926970067628,5.42,859.2188072273639
2014-01-10,0.06486366002435111,5.24,1262.887052126689
2014-01-11,0.08371923354484058,5.0600000000000005,1748.2295370660424
2014-01-12,0.09171688597440615,4.48,1811.3546273619804
2014-01-13,0.04900313181159192,4.3,1205.3505571596045
2014-01-14,0.09894974412783596,5.351569565536619,1571.5639614323218
2014-01-15,0.09043109872679589,5.3,1668.2151343635105
2014-01-16,0.3211400900634978,5.12,1030.212289177032
2014-01-17,0.17094595992275674,4.54,1794.4384070692531
2014-01-18,0.0970037995369159,4.36,1811.5276665297315
2014-01-19,0.14394880618064843,5.413363530565537,1290.5511916394635
2014-01-20,0.22066101998041102,5.36,1105.587790096553
2014-01-21,0.11825519008169912,5.18,1327.8706692830742
2014-01-22,0.23617074885554262,5.0,1069.4736007071779
2014-01-23,0.2028397959791146,4.42,1201.2131229206468
2014-01-24,0.358607816430837,5.325913717899339,842.2061075602049
2014-01-25,0.31316721582963053,5.42,915.4030804594137
2014-01-26,0.6700156419422917,5.24,617.7380014078527
2014-01-27,0.506668000315306,5.0600000000000005,454.2345545719894
2014-01-28,0.4504864479311491,4.48,648.508146349667
2014-01-29,0.05324962009172827,4.3,1052.8188251591594
2014-01-30,0.10278756417305242,5.174866063544961,1092.2154274840811
2014-01-31,0.5113415031707519,5.3,737.1393658501436
2014-02-01,0.014323446895784542,5.12,1803.360917807099
2014-02-02,0.25295810179839767,4.54,912.0402538501801
2014-02-03,0.3134114335374087,4.36,525.8600485153369
2014-02-04,0.5166194128739429,4.9604159251239235,500.045270749503
2014-02-05,0.41610834929283785,5.36,898.997285116294
2014-02-06,0.19066815733483808,5.18,1001.0025819117916
2014-02-07,0.7049783616422579,5.0,157.93190600438606
2014-02-08,0.579018690747236,4.42,305.10706143957646
2014-02-09,0.3605311948612602,5.541291470786111,1811.4324314618343
2014-02-10,0.36741974243318776,5.42,455.8607747652306
2014-02-11,0.33262706931787467,5.24,994.3941849294785
2014-02-12,0.26498376477280383,5.0600000000000005,939.9980966574793
2014-02-13,0.4894815000402744,4.48,367.8192823107799
2014-02-14,0.4580948005483874,4.3,753.4130624523943
2014-02-15,0.15463516054920326,5.301134573513018,1024.5556827173634
2014-02-16,0.05484593831870517,5.3,1057.2887902491789
2014-02-17,0.19866244699002508,5.12,979.5483274050022
2014-02-18,0.37269267679808826,4.54,642.337665435383
2014-02-19,0.19070844833775874,4.36,836.0661769433973
2014-02-20,0.346616766702439,4.385155547121786,554.2998531242705
2014-02-21,0.30565835573803785,5.36,856.1145190286933
2014-02-22,0.342293128839997,5.18,983.912823200008
2014-02-23,0.0918018813074401,5.0,1070.0043021752808
2014-02-24,0.4682685738110809,4.42,436.3478104888157
2014-02-25,0.22280488937057064,5.662155200791965,1028.8017057530496
2014-02-26,0.11607887641067624,5.479305163186659,1012.7533967894075
2014-02-27,0.18853508218038362,5.24,922.0786648988858
2014-02-28,0.32933308234358194,5.0600000000000005,684.9434242112256
2014-03-01,0.32477763965511014,4.48,583.0544367122843
2014-03-02,0.5028560824547812,4.3,354.31942826444276
2014-03-03,0.5284286404089301,5.352314787774072,381.41009642647714
2014-03-04,0.27645374419303065,5.3,581.3546695829892
2014-03-05,0.44460441886840685,5.12,519.9694925301569
2014-03-06,0.5172276717840005,4.54,669.9303888385122
2014-03-07,0.08820783613016864,4.36,1050.061338027468
2014-03-08,0.40927342576942627,4.9948951576296245,839.3934884041455
2014-03-09,0.554280211644319,5.36657462581086,364.21619704690727
2014-03-10,0.05469893503836339,5.18,1041.824033387597
2014-03-11,0.050763969956794386,5.0,1041.0153666275914
2014-03-12,0.14052734191906954,4.42,906.7561421256249
2014-03-13,0.6211781355119911,5.185110837888889,367.20643368110706
2014-03-14,0.41964668510577907,5.48,495.5081985193046
2014-03-15,0.10803341681164412,5.24,1042.1619800537278
2014-03-16,0.1960686777254207,5.0600000000000005,971.5369757770308
2014-03-17,,,0.0
2014-03-18,0.39141689440485317,4.3,570.2854610983132
2014-03-19,0.6568599197881502,5.292336151452945,387.1563615050189
2014-03-20,0.7751368117881797,5.335899783367978,124.07138941820172
2014-03-21,0.1674832912595032,5.12,1039.0918652732435
2014-03-22,0.061471539744361155,4.54,1157.7810633191411
2014-03-23,0.03481239341801591,4.36,1088.3089738329218
2014-03-24,0.007753169071270868,5.209478237425201,1365.922563514107
2014-03-25,-0.0036592343844762468,5.42,1418.7837944603605
2014-03-26,0.46383510367052405,5.18,453.6092206559734
2014-03-27,0.23993153019106678,5.0,999.4047627482594
2014-03-28,0.22776688785054605,4.42,913.5583644794167
2014-03-29,0.2980515601456562,5.576919550061507,795.0341144543626
2014-03-30,0.5559938083909539,5.48,411.0566979627878
2014-03-31,0.2544634551367173,5.3,910.141465374768
2014-04-01,0.5114348453955068,5.0600000000000005,630.9701708567778
2014-04-02,0.32628282895426963,4.48,988.5214202468184
2014-04-03,0.4404918829979981,4.3,603.0734291297305
2014-04-04,0.385118927990713,5.236781091427425,508.2393619434867
2014-04-05,0.5706641251488371,5.36,415.2351177614326
2014-04-06,0.1424777777718987,5.12,956.1881809805994
2014-04-07,0.25157635311804,4.54,1054.613714039044
2014-04-08,0.14850780311551579,4.36,1037.5708436995212
2014-04-09,0.3170731500899354,4.6707450329067175,797.0169893459897
2014-04-10,0.4883789567100102,5.42,466.0647489512081
2014-04-11,0.19146647291385055,5.24,758.1047791998918
2014-04-12,0.3220758626100051,5.0,1189.5849197958548
2014-04-13,0.18652106220569864,4.42,790.2037691471672
2014-04-14,0.3275276793390272,4.973768954085318,1031.1828195190149
2014-04-15,0.22335037534621907,5.48,1690.4111338743292
2014-04-16,0.15806018340115574,5.3,1811.4444707584325
2014-04-17,0.3902384765504572,5.0929713371593115,1294.5166179709622
2014-04-18,0.48244928372955287,4.48,779.1952419591424
2014-04-19,0.13757296586995396,4.3,1030.934203288337
2014-04-20,0.2619033757412755,5.38595889979321,990.3051121877744
2014-04-21,0.4191210350187992,5.36,529.2901660717304
2014-04-22,0.5959069387147883,5.18,271.332491177872
2014-04-23,0.486971804216449,4.54,934.4704466279127
2014-04-24,0.5277876369456024,4.36,550.7678912134438
