YEAR,MONTH,DAY,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,HI
2014,1,1,25.2,18.5,77,5,40,25.5
2014,1,2,24.5,17.2,77,4,70,24.8
2014,1,3,25.5,18,83,4,20,26
2014,1,4,28,18.5,87,4,20,26
2014,1,5,24.5,17.5,87,6,40,23.2
2014,1,6,24,19.5,90,7,40,20
2014,1,7,23,19.5,88,5,40,22.8
2014,1,8,24.5,19,84,5,40,24.8
2014,1,9,24,18,80,7,40,24.8
2014,1,10,20,17,90,9,90,20.1
2014,1,11,21.7,16.8,64,6,40,23.6
2014,1,12,22.5,17,85,7,40,22.6
2014,1,13,21,18,89,5,20,19.3
2014,1,14,24,18.3,85,5,360,24
2014,1,15,24.5,15.5,89,6,40,22
2014,1,16,22,15.2,83,5,20,24
2014,1,17,21.3,16,88,4,40,22
2014,1,18,22,15.5,82,7,40,21.8
2014,1,19,19.5,15,83,8,40,21.6
2014,1,20,21,17,87,4,20,21.3
2014,1,21,22.5,16.9,89,5,360,22.3
2014,1,22,23,15.8,89,7,40,22.5
2014,1,23,21,15.3,82,7,40,22.5
2014,1,24,20.8,15.3,84,7,70,21
2014,1,25,22.3,15,77,5,40,23.9
2014,1,26,23,16,85,4,40,22.9
2014,1,27,24,16.2,86,5,40,24.4
2014,1,28,23,17,82,5,40,24.3
2014,1,29,24.5,16.5,82,4,40,24.9
2014,1,30,23,16,85,6,70,24.4
2014,1,31,22,17.5,79,4,40,23.4
2014,2,1,28.2,19,89,5,120,23.3
2014,2,2,27.5,19,82,3,170,27.4
2014,2,3,27.2,20.4,86,3,340,29.7
2014,2,4,27,18.5,87,3,40,27.5
2014,2,5,26.5,19.4,82,5,90,28
2014,2,6,26.5,18.5,73,4,70,26.5
2014,2,7,27.3,18.8,82,4,90,27.9
2014,2,8,28,19,82,5,90,29.8
2014,2,9,26.5,18.5,83,5,40,27.5
2014,2,10,28,19.2,81,4,90,28.3
2014,2,11,23.5,17.5,89,5,90,21.6
2014,2,12,23.7,16,88,5,70,21.4
2014,2,13,24.5,16,72,4,140,25
2014,2,14,25.3,17,82,4,90,26
2014,2,15,24.2,17.5,84,5,40,24.4
2014,2,16,23.7,18,95,6,80,21.6
2014,2,17,25,18,84,5,70,24.8
2014,2,18,25,17.5,82,4,20,25.6
2014,2,19,25.5,17,75,4,20,25.2
2014,2,20,27,17,77,6,40,27.7
2014,2,21,23.2,17,86,5,40,23
2014,2,22,22.8,17,81,6,40,23.2
2014,2,23,22,16.8,85,8,40,22
2014,2,24,22.5,18,78,8,40,23.9
2014,2,25,24,17.5,91,4,20,24.4
2014,2,26,23,17.5,85,4,40,23.5
2014,2,27,25.5,18,81,6,90,26
2014,2,28,25.5,17.8,80,4,40,26
2014,3,1,27.5,17.5,78,4,40,28.8
2014,3,2,27.6,17.5,78,4,40,26.8
2014,3,3,27,18.5,80,4,90,27.2
2014,3,4,28,18,76,3,110,27.9
2014,3,5,27,18,78,5,40,27.4
2014,3,6,26.5,18,79,4,40,25.9
2014,3,7,21,12,97,5,70,17.1
2014,3,8,24,18,88,5,70,23.9
2014,3,9,27,18,76,4,90,28.1
2014,3,10,26,19.8,85,5,20,21.6
2014,3,11,21.5,18.5,96,6,90,18.9
2014,3,12,25.5,18.5,86,4,90,25.1
2014,3,13,27.5,19.5,76,4,90,28.3
2014,3,14,28,17.8,82,5,40,28
2014,3,15,24.5,17.8,87,6,40,23.9
2014,3,16,25.5,17.9,82,5,40,25.5
2014,3,17,25,20,84,6,40,24.7
2014,3,18,27,18,73,6,90,26.4
2014,3,19,27.5,17.5,76,5,40,26.4
2014,3,20,28.2,19,73,4,110,28.2
2014,3,21,25,18.5,92,6,40,24.8
2014,3,22,23.5,18.5,85,7,40,23.6
2014,3,23,24,18.3,85,7,40,23.8
2014,3,24,24,19.5,93,7,70,20.5
2014,3,25,24,19.5,96,5,90,22.9
2014,3,26,26.5,19.5,87,4,90,27.4
2014,3,27,24.6,20,92,5,90,23
2014,3,28,27.5,20,82,4,90,28.9
2014,3,29,27.5,18,89,5,90,27.9
2014,3,30,27.7,18.2,94,4,40,28.2
2014,3,31,27,20,81,4,90,27.3
2014,4,1,30,20.5,78,3,180,31.1
2014,4,2,28.8,19.5,82,5,70,29.8
2014,4,3,28.6,19.5,81,4,110,29.3
2014,4,4,29,19.5,75,4,40,29.7
2014,4,5,28.1,20,73,4,40,28.4
2014,4,6,28.5,19,83,5,40,27.5
2014,4,7,28,21,78,5,40,28.7
2014,4,8,27,19.5,80,4,90,27.4
2014,4,9,29,19.5,83,3,90,29.7
2014,4,10,28.5,19.8,77,4,70,28.9
2014,4,11,27.2,19.5,82,4,70,26.9
2014,4,12,27.3,19.7,82,5,20,28.7
2014,4,13,29,20,81,4,10,30.4
2014,4,14,30,21,81,4,20,30.9
2014,4,15,26,20,76,5,40,27.1
2014,4,16,26.8,19.5,80,4,40,26.6
2014,4,17,29,20,79,4,40,29.7
2014,4,18,30,20,79,4,20,31.9
2014,4,19,31,20.5,83,3,40,33.2
2014,4,20,28.5,19.4,88,4,110,28.4
2014,4,21,29,20,76,5,20,30.6
2014,4,22,30.5,20,76,4,40,31.5
2014,4,23,32,20.3,82,4,40,34.7
2014,4,24,30,21,81,4,70,31.1
2014,4,25,32,21.3,80,4,90,33.7
2014,4,26,30,21,81,5,90,33
2014,4,27,30,21.5,79,4,90,32.8
2014,4,28,27.5,21.8,89,3,20,30.3
2014,4,29,30.5,21,81,4,140,32.9
2014,4,30,31,20,76,4,40,32.3
2014,5,1,32,21.5,76,4,70,31.4
2014,5,2,30.5,21.3,80,4,40,32.5
2014,5,3,30.5,21.3,77,4,40,32.6
2014,5,4,30,20.5,74,4,70,31.4
2014,5,5,30.5,21.5,79,5,90,31.1
2014,5,6,30.5,21,75,4,40,31.7
2014,5,7,31,22,74,4,40,32.5
2014,5,8,32.5,21,82,4,90,35.3
2014,5,9,30.5,21.5,87,4,90,33.1
2014,5,10,31.5,21,80,5,90,34.8
2014,5,11,31,21.5,79,4,70,34.6
2014,5,12,31,22.5,72,5,140,32.5
2014,5,13,31.5,21,74,4,140,32.5
2014,5,14,32.5,20.5,80,3,140,34.3
2014,5,15,33.5,22.3,76,3,160,34.7
2014,5,16,34,22,80,3,80,34.4
2014,5,17,32,21,75,3,130,34.4
2014,5,18,32.5,21,75,3,40,34.6
2014,5,19,31,22,75,3,90,36.1
2014,5,20,33,22.5,73,3,90,33.9
2014,5,21,33,22,80,3,140,37.1
2014,5,22,32.5,21.5,79,3,40,37.1
2014,5,23,31.7,22,75,5,90,33.4
2014,5,24,29,21.8,77,5,70,29.6
2014,5,25,30,21.7,78,5,90,33.7
2014,5,26,31.5,22,78,4,360,34.8
2014,5,27,30,21.4,82,3,320,32.2
2014,5,28,30.6,22.5,86,2,320,31.8
2014,5,29,32.5,19.5,79,2,360,34.1
2014,5,30,31,22,80,4,90,34.5
2014,5,31,31,21.8,79,5,90,34.3
2014,6,1,30.5,22,80,3,160,34.3
2014,6,2,32,22,80,3,320,37.6
2014,6,3,32,22.5,87,2,320,34.3
2014,6,4,30.6,21,82,3,320,33
2014,6,5,29,22,87,2,320,32.5
2014,6,6,31,20.5,81,3,320,35.4
2014,6,7,29.5,19,94,3,320,31.3
2014,6,8,31,21,87,3,320,32.9
2014,6,9,28,21,92,3,320,30.6
2014,6,10,26,21,96,4,320,23.4
2014,6,11,28,20.5,91,4,320,31.1
2014,6,12,26.5,20,93,3,320,24.7
2014,6,13,25.5,20.5,90,4,320,25.8
2014,6,14,29.5,21,85,5,340,32.4
2014,6,15,30,20.5,79,4,340,33
2014,6,16,29,22,94,4,320,35.6
2014,6,17,30,19,89,3,180,33.1
