YEAR,MONTH,DAY,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,HI
2014,1,1,29,21,81,3,360,30.9
2014,1,2,29,20.2,79,2,20,31.6
2014,1,3,30,20.2,81,2,360,33.1
2014,1,4,30,20.4,81,2,360,33.2
2014,1,5,28.5,20.2,87,3,360,30.4
2014,1,6,28,20.2,82,1,20,29.5
2014,1,7,28,19.8,81,2,360,30.7
2014,1,8,29,19.6,74,3,360,30.7
2014,1,9,29.5,19.5,74,3,20,31.3
2014,1,10,26.5,19.2,80,4,20,27.4
2014,1,11,27,18.6,75,5,20,27.6
2014,1,12,27,18.6,82,4,360,27.2
2014,1,13,26,18.5,88,3,20,23.8
2014,1,14,26.8,18.8,79,2,20,27.5
2014,1,15,26,18,81,3,20,27.1
2014,1,16,26,18,76,5,20,26.6
2014,1,17,24,18,86,4,360,22.7
2014,1,18,26,17.2,76,4,360,26.9
2014,1,19,23.8,17,97,4,360,24.8
2014,1,20,24.3,17.2,79,3,360,24.9
2014,1,21,27.8,18,80,2,360,28.5
2014,1,22,25.5,17.2,86,3,20,25.9
2014,1,23,25,16.8,81,3,360,25.4
2014,1,24,25.4,16,81,2,20,26.5
2014,1,25,26.5,16.2,68,2,20,26.6
2014,1,26,28,17,79,2,20,28.6
2014,1,27,23.5,16.8,87,2,360,22.9
2014,1,28,25.5,17.6,81,2,360,26.2
2014,1,29,28,17.8,77,3,20,28.5
2014,1,30,28,17.6,75,3,20,28.8
2014,1,31,27,17.6,75,3,20,27.8
2014,2,1,25.8,18.5,89,1,360,27.4
2014,2,2,30,18,84,0,0,33.7
2014,2,3,30,17.5,83,1,360,32.5
2014,2,4,30.4,19.4,81,1,360,34.1
2014,2,5,30,19.2,84,1,360,34.3
2014,2,6,30,18.8,83,2,360,33.7
2014,2,7,31,19.5,81,1,360,36
2014,2,8,31.5,20.1,81,1,360,36.3
2014,2,9,30,19.8,82,1,360,33.4
2014,2,10,31,20,80,1,360,36.3
2014,2,11,26,19.4,86,2,20,26.6
2014,2,12,27.5,18.6,79,1,360,29
2014,2,13,28,18.2,79,2,360,29.4
2014,2,14,29,18.6,78,1,360,30
2014,2,15,28.5,17.7,81,2,360,30.4
2014,2,16,28,19,86,1,360,29.7
2014,2,17,29,19,81,1,20,31.4
2014,2,18,29,19,83,1,360,31.6
2014,2,19,29,18,77,1,360,30.6
2014,2,20,29.5,18.6,77,2,20,30.8
2014,2,21,26,18.8,85,2,360,26.2
2014,2,22,26,18.2,85,2,20,25.9
2014,2,23,24,17.4,89,2,20,23.5
2014,2,24,27,18.6,82,2,360,26.7
2014,2,25,27.8,19,85,1,360,30.3
2014,2,26,29,18.8,81,1,360,31.1
2014,2,27,30,19.8,80,3,360,31.3
2014,2,28,29,19.6,77,3,40,30.5
