YEAR,MONTH,DAY,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,HI
2014,1,1,30.7,20.5,87,2,360,39.2
2014,1,2,31.5,20.5,79,2,180,36.9
2014,1,3,33,20,78,2,360,37.3
2014,1,4,30,20,84,4,360,34.5
2014,1,5,31.5,20.5,81,2,360,35.5
2014,1,6,31,20.2,90,2,360,38
2014,1,7,32,21,76,2,180,35.2
2014,1,8,30.5,20,83,2,360,35
2014,1,9,31.2,20,82,2,180,36.7
2014,1,10,30.2,20,87,4,180,37.2
2014,1,11,30.5,19.5,76,3,180,31.5
2014,1,12,30,19.8,78,2,180,32.3
2014,1,13,30.1,20.2,83,2,180,36
2014,1,14,29.4,21,87,2,360,34.7
2014,1,15,29.5,20,81,3,180,33.4
2014,1,16,29.5,19,78,1,180,33.1
2014,1,17,29.1,19.8,82,2,340,34.2
2014,1,18,28.5,19,67,2,180,31.5
2014,1,19,28.5,19.5,63,3,180,29.5
2014,1,20,28.5,20,78,2,180,29.9
2014,1,21,29,20.5,80,1,160,30.4
2014,1,22,29.3,20,80,2,360,34.2
2014,1,23,29,18.5,70,3,180,29.5
2014,1,24,29.4,18.7,82,3,180,34.5
2014,1,25,29,17.5,66,1,180,31
2014,1,26,29.5,19.1,86,2,180,35.6
2014,1,27,30.2,20,85,3,360,36.3
2014,1,28,31.5,18,74,2,360,31.4
2014,1,29,30,20,73,2,360,31.9
2014,1,30,31,19.5,81,3,360,36.1
2014,1,31,31.4,20.2,83,2,360,40.1
2014,2,1,31.5,20.5,83,2,360,34.3
2014,2,2,33,20,82,2,180,38.3
2014,2,3,32,24,85,3,360,40.6
2014,2,4,31,23.8,84,2,340,37.1
2014,2,5,33,23,83,2,360,38
2014,2,6,32,20,82,2,360,38
2014,2,7,31.4,23,88,3,360,40.9
2014,2,8,31.5,20,89,3,360,38.9
2014,2,9,33,21.5,84,2,360,41.1
2014,2,10,30.5,22.4,88,4,360,37.7
2014,2,11,30.5,21,87,2,360,35.2
2014,2,12,30.5,20.5,84,1,360,35.8
2014,2,13,32.5,20,74,2,360,35.7
2014,2,14,29.3,21.4,89,3,360,34.7
2014,2,15,31.2,21.3,83,3,180,38.6
2014,2,16,31.5,20,79,2,180,35.5
2014,2,17,31.8,20.8,79,1,180,38
2014,2,18,33,20.5,78,2,180,39
2014,2,19,30,20.5,78,4,360,33
2014,2,20,30,21,83,3,360,32
2014,2,21,31.2,20.8,82,3,180,37.9
2014,2,22,31.5,19,75,2,180,33.9
2014,2,23,32,19,73,4,180,34.9
2014,2,24,31.7,20.1,78,3,180,38.3
2014,2,25,31.5,20,76,2,360,33.8
2014,2,26,31,20,75,2,160,33.2
2014,2,27,31.5,20,73,3,360,37.6
2014,2,28,33,20,74,3,180,37.3
2014,3,1,33.5,20,82,2,320,36.5
2014,3,2,29.7,21.2,87,3,360,35.1
2014,3,3,32.5,22.6,87,2,360,41.9
2014,3,4,33,20,81,2,360,40
2014,3,5,30.5,20.5,82,3,180,35.5
2014,3,6,33.2,20.5,81,3,320,41.4
2014,3,7,32,20,84,2,180,39.7
2014,3,8,33.5,20.5,77,4,360,39.6
2014,3,9,32,20,85,3,360,35.8
2014,3,10,32.5,20,81,3,320,42.1
2014,3,11,32.5,20.5,75,3,180,36.3
2014,3,12,31,21.5,75,2,180,37.3
2014,3,13,32,20,88,3,360,42
2014,3,14,32.7,22.6,88,2,340,46.7
2014,3,15,32.5,22.5,77,2,180,39.7
2014,3,16,33.5,22.5,76,3,180,41.9
2014,3,17,34.7,22.4,77,2,180,42.7
2014,3,18,33,21.5,78,3,180,39
2014,3,19,33.5,22,85,2,180,40.4
2014,3,20,32.8,21.5,78,3,360,39
2014,3,21,32.4,23.1,88,2,360,45.6
2014,3,22,34.5,22.5,68,3,180,38.9
2014,3,23,32.1,23.2,82,3,180,43.1
2014,3,24,32.6,23.6,81,2,180,39.9
2014,3,25,34.5,24.5,74,2,180,38.4
2014,3,26,33,23.5,78,2,360,41
2014,3,27,34.8,24,76,2,180,44.1
2014,3,28,36.5,24.5,72,3,180,47
2014,3,29,34.2,24.8,83,3,360,47.9
2014,3,30,34.5,24,78,2,180,43.5
2014,3,31,36,25,82,2,180,40.7
2014,4,1,37,25,77,4,360,42
2014,4,2,33,24,83,4,360,42.5
2014,4,3,36.5,26,76,4,360,45
2014,4,4,36.5,25,79,3,360,46.1
2014,4,5,36.4,24.8,70,2,360,41.2
2014,4,6,36.5,23,72,2,90,43.1
2014,4,7,34.8,24.8,78,3,180,45.7
2014,4,8,34,24.2,81,3,340,43.3
2014,4,9,32.5,23,78,2,360,39.7
2014,4,10,35.2,24.5,75,2,180,42.3
2014,4,11,36,23.5,78,1,220,44.6
2014,4,12,36,24.5,80,2,360,40
2014,4,13,32,24,77,3,360,38
2014,4,14,32,25,81,3,360,38.5
2014,4,15,34,24.5,62,2,180,35.1
2014,4,16,34.5,24,66,2,160,36.8
2014,4,17,34,24,74,3,340,40.3
2014,4,18,34.2,25,73,4,360,40
