YEAR,MONTH,DAY,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,HI
2014,1,1,29,23.5,84,3,40,33.1
2014,1,2,30,23.8,79,2,40,35
2014,1,3,29,24,84,2,40,34.1
2014,1,4,31,24,84,2,40,36.3
2014,1,5,27,22.5,92,3,40,28.3
2014,1,6,29,23,84,3,40,33.2
2014,1,7,30.2,24,86,3,40,33.3
2014,1,8,30,23.6,78,3,40,33.9
2014,1,9,29.8,24,72,4,30,32.5
2014,1,10,28,24.4,83,4,40,30.9
2014,1,11,26.9,22.5,77,4,40,27.7
2014,1,12,25.2,23,93,4,40,25.7
2014,1,13,25.2,23,91,4,40,25.8
2014,1,14,26,23.5,89,3,40,26.8
2014,1,15,25.2,21.5,87,6,40,26.2
2014,1,16,26,21.6,85,4,40,26.2
2014,1,17,24,23,89,6,40,23.5
2014,1,18,25.6,20.5,80,5,40,26
2014,1,19,24.6,21,80,5,40,25.4
2014,1,20,27.2,22.8,79,5,40,28.9
2014,1,21,28.6,22.5,74,4,40,29.9
2014,1,22,28.7,21.8,82,4,40,30.3
2014,1,23,26.8,21,78,4,40,27.8
2014,1,24,27.2,21,72,5,40,28
2014,1,25,26.8,17,76,3,40,27.8
2014,1,26,28,20,80,3,40,28.9
2014,1,27,28.5,21.5,75,4,40,29.8
2014,1,28,28,21.2,83,4,40,30.9
2014,1,29,29.4,22.9,71,3,40,31.9
2014,1,30,29.2,23,76,4,40,31
2014,1,31,28,23.5,84,4,360,30
2014,2,1,29.5,21.8,86,2,30,33
2014,2,2,29.5,22.5,78,1,90,33.7
2014,2,3,30.5,23.2,88,1,40,38
2014,2,4,31,23.2,85,2,60,38.5
2014,2,5,30.5,24.3,85,3,90,37.1
2014,2,6,30,23.4,82,2,40,35.8
2014,2,7,30.5,25,82,3,90,37.4
2014,2,8,30.8,24.2,82,3,40,36.6
2014,2,9,30.2,23.5,84,2,40,36
2014,2,10,30.5,23.3,81,3,40,35.3
2014,2,11,29.2,23.5,85,4,40,33.8
2014,2,12,28.7,22.5,77,4,40,31.1
2014,2,13,29.6,21.4,79,2,40,32.7
2014,2,14,29.5,21.4,74,4,60,31.4
2014,2,15,30,22,75,3,40,33.5
2014,2,16,30.5,23,79,3,40,34.5
2014,2,17,30,21,77,3,40,33.3
2014,2,18,30,19.2,76,2,40,34.1
2014,2,19,30,20.2,78,3,60,33
2014,2,20,30,22,72,3,40,30.8
2014,2,21,28,20.5,86,3,30,30.3
2014,2,22,25.8,20.9,85,3,40,26.8
2014,2,23,26,22,86,3,40,26.8
2014,2,24,30,20,76,3,20,32.3
2014,2,25,29.5,22.2,84,3,40,34.1
2014,2,26,30,23.2,79,3,40,34.1
2014,2,27,30.7,23.2,76,4,60,34.8
2014,2,28,31,18,78,3,40,35.6
2014,3,1,30.7,22.7,78,4,50,35
2014,3,2,31,24,80,2,40,37.6
2014,3,3,30.6,22,76,3,40,33.8
2014,3,4,30.6,21.1,80,3,40,35.7
2014,3,5,31,21.9,79,3,40,34.3
2014,3,6,30,23.2,82,3,40,34.1
2014,3,7,29.5,22,82,3,40,34.1
2014,3,8,30,21.5,81,3,40,34.3
2014,3,9,30.2,22,78,2,40,34.3
2014,3,10,30.3,24,77,3,40,34.8
2014,3,11,29.6,24,81,4,40,34.8
2014,3,12,29.9,24.2,79,4,40,33.9
2014,3,13,30,25.9,87,2,40,37.4
2014,3,14,28.6,23.5,92,3,40,33.5
2014,3,15,29.5,24,86,3,40,34.5
2014,3,16,30,23.5,81,3,40,33.1
2014,3,17,30.7,24.2,77,4,60,34.8
2014,3,18,30.8,24,77,3,40,34.8
2014,3,19,30.3,24.3,79,3,30,35.8
2014,3,20,31.4,24.7,76,3,60,37.8
2014,3,21,31.1,24.9,75,4,60,35.5
2014,3,22,30.5,23,82,4,40,35.5
2014,3,23,26.5,23.8,94,3,40,28.3
2014,3,24,27.1,23.9,94,3,60,28.2
2014,3,25,30.5,24.8,87,3,40,36.6
2014,3,26,30.2,24.9,85,3,40,38
2014,3,27,31.1,24.8,84,3,40,39.2
2014,3,28,28.7,25,88,2,40,31.9
2014,3,29,30.5,25,87,3,40,37.1
2014,3,30,31,24.5,82,2,40,36.9
2014,3,31,31.1,25.2,77,2,60,35.9
2014,4,1,30.6,25.2,85,2,60,36.6
2014,4,2,31.6,24.8,82,2,40,38.7
2014,4,3,31,24.5,80,4,90,35.5
2014,4,4,31,25.3,80,3,90,37.6
2014,4,5,31.2,25.5,78,3,90,38.2
2014,4,6,31.8,25.2,77,3,40,39.5
2014,4,7,31.1,24,76,4,60,36
2014,4,8,31.1,25.4,76,3,40,35.9
2014,4,9,32,24,76,3,90,38
2014,4,10,31.5,25,76,3,40,38
2014,4,11,32,25,75,3,40,39.4
2014,4,12,32.2,24.2,74,4,50,38.5
2014,4,13,27.7,24.5,91,2,40,29.9
2014,4,14,29.3,24.4,90,2,40,35.1
2014,4,15,26.6,24,88,3,30,29.5
2014,4,16,27.5,23,88,2,40,30
2014,4,17,31.3,24.4,82,3,90,39.4
2014,4,18,30.5,25.4,89,2,60,35.5
2014,4,19,31,23.7,81,2,90,39.2
2014,4,20,30.5,24,84,2,40,34.8
2014,4,21,31,23.5,84,1,90,38.5
2014,4,22,31.3,24.7,76,2,90,36.6
2014,4,23,32.3,24.5,81,2,40,40.4
2014,4,24,33.4,26.4,82,2,20,45.2
2014,4,25,32,25.8,84,2,40,38.3
2014,4,26,32.5,26,79,3,60,39.7
2014,4,27,32.5,24.9,83,2,90,41.9
2014,4,28,33.6,25,78,2,90,42.7
2014,4,29,32.7,25.6,84,2,90,41.5
2014,4,30,33,26,80,2,40,42.8
2014,5,1,33.5,26.2,81,2,40,42
2014,5,2,33,26.4,78,3,90,40.9
2014,5,3,33,27,78,2,90,43.4
2014,5,4,32.8,27,82,2,40,43.7
2014,5,5,32.8,26.8,81,3,40,42.6
2014,5,6,32.7,26.5,78,3,90,42.6
2014,5,7,33.3,25,78,2,40,42.7
2014,5,8,34,27.3,82,3,90,46.3
2014,5,9,33,26.1,76,3,60,42.3
2014,5,10,32.9,26.3,79,2,40,42.3
2014,5,11,33,26.5,80,2,40,45.3
2014,5,12,32.7,25.5,80,3,90,41.7
2014,5,13,32.7,26,78,2,60,41.8
2014,5,14,33.3,26,76,2,90,42.7
2014,5,15,33.5,26.5,79,2,40,43.3
2014,5,16,34,27.8,77,2,90,42.7
2014,5,17,33.4,27,79,3,60,43.2
2014,5,18,33.3,26.1,80,2,90,42.7
2014,5,19,33.5,25.8,77,2,40,41.9
2014,5,20,33.3,26.5,76,2,90,43.1
2014,5,21,33.8,26,77,3,90,42
2014,5,22,34,26,64,2,90,44.8
2014,5,23,33.6,27,77,3,60,43.2
2014,5,24,33.7,27.1,75,2,60,42.8
2014,5,25,33.2,27,78,2,90,42.2
2014,5,26,33.5,27,73,2,90,41
2014,5,27,34.4,26.2,73,2,90,40.5
2014,5,28,34.9,26,85,2,90,41.2
2014,5,29,34.9,26.5,70,2,90,43.2
2014,5,30,34,27,74,2,90,40.7
2014,5,31,33.4,27.7,76,2,90,40.4
2014,6,1,33.6,27.6,79,2,90,45
2014,6,2,35.2,26.7,72,2,90,43
2014,6,3,34.8,26.9,78,2,90,46.9
2014,6,4,35.8,26.8,74,2,210,46.1
2014,6,5,33.9,25.5,81,2,230,43.2
2014,6,6,35.5,26,79,1,270,43.9
2014,6,7,34.6,26,81,2,240,43.5
2014,6,8,34,27,77,1,180,45.7
2014,6,9,34.9,27,74,2,210,41.2
2014,6,10,33.6,27,84,2,210,38.7
2014,6,11,34.8,27.6,72,3,210,41.6
2014,6,12,33.8,27.2,77,2,220,41
2014,6,13,34.6,25.2,79,2,220,42.2
2014,6,14,33.8,26.4,75,2,220,40.5
2014,6,15,34.6,27.4,78,1,40,50.4
2014,6,16,34.4,27,72,2,90,42.6
2014,6,17,34.2,25.9,78,2,60,43
2014,6,18,30.4,25.5,82,2,220,35.9
2014,6,19,32,26.3,85,2,240,37.1
2014,6,20,33,26,78,3,220,40.3
2014,6,21,32.8,25.8,81,2,220,41
2014,6,22,32.7,26.2,77,2,240,38.7
2014,6,23,33.8,25.7,70,3,240,38.6
2014,6,24,34,25.1,74,2,240,41
2014,6,25,32.6,25.6,81,2,220,39.9
2014,6,26,29.3,24.5,91,2,240,29.4
2014,6,27,32.1,26.2,75,3,240,37.1
2014,6,28,33.2,26.2,79,3,220,41
2014,6,29,33,25.2,75,2,220,41.2
2014,6,30,32.1,25.5,84,3,270,39.8
2014,7,1,30.1,24.9,88,1,240,39.1
2014,7,2,32.1,26.6,86,2,220,40
2014,7,3,30.8,25.1,82,2,240,36.5
2014,7,4,31.6,24.5,86,2,220,39.5
2014,7,5,31.8,26.4,84,3,40,40.7
2014,7,6,31,27,78,4,220,37.3
2014,7,7,30.4,26,85,4,240,37.1
2014,7,8,30.8,25,84,3,220,37.7
2014,7,9,31.8,25.5,83,2,220,38.6
2014,7,10,32.8,25.5,77,2,210,39.2
2014,7,11,33.4,25.8,82,1,90,46.2
2014,7,12,33.5,25.9,78,2,90,42.7
2014,7,13,34.2,25.8,82,2,90,48.9
2014,7,14,33.8,25.5,79,2,50,42.9
2014,7,15,27.6,24,92,7,180,31.4
2014,7,16,30.6,24.4,86,3,180,36.5
2014,7,17,32.9,25.7,80,3,230,38.7
2014,7,18,31.6,25.9,85,3,270,40
2014,7,19,29.6,25.2,86,4,270,34.8
2014,7,20,29.3,25.7,90,4,240,33.9
2014,7,21,28.8,26,85,5,230,33.5
2014,7,22,31.2,26.3,77,4,210,35.5
2014,7,23,32.2,26.4,80,4,220,39.8
2014,7,24,30.8,26.3,81,3,240,37.1
2014,7,25,31.7,25,89,2,270,39.2
2014,7,26,31.3,24.8,89,3,270,38.5
2014,7,27,29.2,25.2,87,3,270,35.8
2014,7,28,29.9,26,84,4,260,35.4
2014,7,29,29.1,26.2,87,3,240,34.3
2014,7,30,29.4,25.8,86,4,230,33.9
2014,7,31,30.6,26.3,84,4,230,36.3
2014,8,1,32,26.8,83,5,220,40.8
2014,8,2,31.9,26.3,77,4,240,40.7
2014,8,3,31.2,27.4,77,3,220,36.2
2014,8,4,31.8,27.6,75,5,240,37.3
2014,8,5,30.8,26.5,77,4,240,36.3
2014,8,6,33,25.5,71,4,230,37.7
2014,8,7,33.2,25.5,71,5,240,38.6
2014,8,8,33,26.2,76,5,220,39.4
2014,8,9,33.4,26.5,72,4,240,38.7
2014,8,10,34.2,26.4,70,4,240,39.8
2014,8,11,34.2,26.4,78,3,270,42.2
2014,8,12,33.9,26.2,71,4,240,38.5
2014,8,13,33.8,25.8,68,2,240,38.2
2014,8,14,34.4,25.6,79,2,40,42.6
2014,8,15,34.4,25.8,75,2,50,41.4
2014,8,16,31.2,24.6,87,2,230,38.5
2014,8,17,31.8,25.2,82,2,220,38
2014,8,18,33,24,85,2,230,39.2
2014,8,19,32.7,25.2,78,2,90,40.9
2014,8,20,32.6,26,81,3,40,42.8
2014,8,21,31,23.4,86,2,40,38.9
2014,8,22,32.2,24.8,86,1,270,41.2
2014,8,23,32.3,25.4,83,2,300,38.5
2014,8,24,32,25,84,2,240,39.4
2014,8,25,29.5,24,89,1,250,32
2014,8,26,29.3,23.7,87,2,250,34.9
2014,8,27,32.5,24.6,80,2,90,40.9
2014,8,28,30.4,24.9,83,2,60,35.2
2014,8,29,31.6,24.4,86,2,90,40.4
2014,8,30,32.1,25.7,81,1,90,39.8
2014,8,31,32.3,24.6,87,1,270,42.6
2014,9,1,30,24,90,1,80,38.5
2014,9,2,30.9,23.5,84,2,270,36.2
2014,9,3,29.6,24.5,85,2,270,34.8
2014,9,4,29,24,88,1,230,33.9
2014,9,5,31.6,25.6,83,2,240,39.3
2014,9,6,32.2,26,81,3,240,38.5
2014,9,7,32.5,26.8,77,3,220,38.4
2014,9,8,28,25,87,2,230,32.3
2014,9,9,27.6,24.5,89,3,240,31.5
2014,9,10,30.7,26,82,4,230,34.8
2014,9,11,33.1,26.2,76,3,240,38.4
2014,9,12,32.9,25.9,79,3,240,39.3
2014,9,13,26.2,24.2,94,5,240,27.9
2014,9,14,27.6,25,89,4,220,28.3
2014,9,15,30.8,24.6,81,2,210,36
2014,9,16,33.2,26.1,77,2,270,39.4
2014,9,17,32,24.2,82,3,40,39.4
2014,9,18,28.2,24.6,91,4,240,32.6
2014,9,19,29.6,25.4,83,6,220,35.5
2014,9,20,31.6,25.7,80,4,230,38
2014,9,21,31,26,85,3,220,38.3
2014,9,22,32.9,26.2,74,3,270,38.2
2014,9,23,32.4,25.5,80,1,270,39.4
2014,9,24,32.4,24.9,79,2,40,41.6
2014,9,25,32.7,24.7,75,2,90,40.5
2014,9,26,32.6,23.9,82,2,40,42.8
2014,9,27,32.8,24.6,79,2,90,42
2014,9,28,32.5,24.3,82,2,180,36.8
2014,9,29,31.3,24.4,86,1,270,38.6
2014,9,30,31.6,25.2,83,1,240,38
2014,10,1,32.4,24.4,86,1,60,40.1
2014,10,2,31.5,24.6,84,1,150,38.7
2014,10,3,31.8,24.4,86,1,240,37.7
2014,10,4,30.4,24.7,90,1,270,38.9
2014,10,5,31.4,25,84,1,90,40.8
2014,10,6,29.8,24.8,88,1,40,37.1
2014,10,7,31.2,25,88,1,240,39.5
2014,10,8,27.8,24.8,88,1,240,28.5
2014,10,9,31.6,25.4,82,3,270,40
2014,10,10,30,24.9,86,2,180,36
2014,10,11,30.7,24,83,2,180,37.1
2014,10,12,31.4,24,83,1,180,38.7
2014,10,13,31.4,25.9,82,2,60,39.7
2014,10,14,31.8,25,79,3,60,40
2014,10,15,30.4,25.6,84,3,40,35.8
2014,10,16,27.6,23.2,91,1,150,30.2
2014,10,17,30.8,25,86,2,70,39.9
2014,10,18,30,25.2,89,1,40,37.3
2014,10,19,30.8,23.6,89,2,60,39.9
2014,10,20,31.5,25.2,84,2,50,40.1
2014,10,21,31.4,24.7,82,1,60,39
2014,10,22,32,26,84,2,60,40.4
2014,10,23,32.1,22.8,73,2,30,37.1
2014,10,24,29.8,25.4,87,2,80,37.3
2014,10,25,31.7,24.5,82,2,40,40.5
2014,10,26,30,24.2,91,3,50,39.8
2014,10,27,28.2,24.8,89,2,40,32.1
2014,10,28,28.5,24.7,91,1,40,31.5
2014,10,29,28.8,25.4,91,2,50,34.4
2014,10,30,31.6,25.2,81,2,50,39.6
2014,10,31,32,25.6,80,3,20,39.4
2014,11,1,32.3,24.8,81,3,30,41
2014,11,2,32.8,25,80,2,20,39.7
2014,11,3,32.2,25.4,81,3,40,39.3
2014,11,4,31.5,25.8,77,4,40,36.7
2014,11,5,31.2,24.8,74,3,40,36.4
2014,11,6,30.6,23.4,78,3,40,36
2014,11,7,30.6,21.2,79,2,30,36.8
2014,11,8,31.2,23.9,83,2,50,38.2
2014,11,9,30.6,24.2,83,2,90,38.3
2014,11,10,29.7,25.6,83,3,30,34.6
2014,11,11,31.6,24.2,83,3,40,38
2014,11,12,31.6,24.8,79,3,40,39
2014,11,13,29.5,25,87,3,20,34.5
2014,11,14,27.6,24.2,88,2,60,29.7
2014,11,15,29.7,24.9,87,2,60,36.2
