YEAR,MONTH,DAY,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,HI
2014,1,1,30.5,23.3,67,3,250,32.3
2014,1,2,30.5,23.3,65,3,250,32.4
2014,1,3,30,23,69,2,250,32.5
2014,1,4,30.5,22.8,74,3,320,33.2
2014,1,5,29.6,24,71,2,140,32.4
2014,1,6,30.5,23.8,77,2,290,32
2014,1,7,29.9,23.2,72,2,90,31.4
2014,1,8,30.3,23.5,67,2,270,32.9
2014,1,9,31,24.8,66,2,290,33.2
2014,1,10,28.5,22,67,2,90,28.7
2014,1,11,30.2,22.5,62,2,40,29.9
2014,1,12,29.5,23,66,2,20,29.9
2014,1,13,30,22.4,68,3,20,30.5
2014,1,14,30.2,22.8,65,3,340,31.2
2014,1,15,29.8,22,64,4,40,30.2
2014,1,16,29.5,22.2,59,3,70,28.4
2014,1,17,29,21.6,69,3,320,28.2
2014,1,18,28.6,21.7,58,3,40,28.3
2014,1,19,27.2,21,63,3,20,26.4
2014,1,20,28.3,22,63,3,320,28.5
2014,1,21,27.5,22.4,66,2,290,27.7
2014,1,22,28,21.1,66,2,220,27.9
2014,1,23,28.5,21.6,64,3,250,27.4
2014,1,24,27.9,20,63,2,90,27.1
2014,1,25,28.4,20,62,2,250,28.2
2014,1,26,28.9,20,70,3,270,28.1
2014,1,27,28,20.6,70,3,250,28.5
2014,1,28,30,21.8,64,3,250,30.2
2014,1,29,29,21,68,2,250,30.7
2014,1,30,26.5,21.5,71,2,90,26.8
2014,1,31,28.2,19.8,63,3,40,28.2
2014,2,1,30,20.5,72,4,360,32.5
2014,2,2,32.6,23,75,3,140,34.9
2014,2,3,29.5,23,79,3,250,31.6
2014,2,4,32.4,24.3,74,2,250,34.8
2014,2,5,31.5,24,72,3,320,35
2014,2,6,31,24.4,71,3,270,34.1
2014,2,7,33,23.9,68,3,180,36.5
2014,2,8,32.8,25,67,2,290,34.5
2014,2,9,32.6,24,66,3,270,34.9
2014,2,10,31.6,23.8,72,3,250,34.6
2014,2,11,29.5,23,79,2,250,31.1
2014,2,12,29.8,22,68,2,250,31.3
2014,2,13,29.8,21.6,68,3,250,30.7
2014,2,14,30,22,65,2,250,30.8
2014,2,15,29,22,67,2,290,29.5
2014,2,16,30,23,69,2,250,31
2014,2,17,29.2,23.1,69,3,160,30.5
2014,2,18,30.2,22.9,66,3,250,31.6
2014,2,19,30.4,23.1,70,3,250,31
2014,2,20,30.7,23,64,2,270,31.7
2014,2,21,29.3,22.8,62,2,270,29.9
2014,2,22,29,22.1,75,3,250,29.7
2014,2,23,28.4,22,72,2,250,28
2014,2,24,29.5,22,65,2,250,30.4
2014,2,25,29.4,21,70,3,250,30.9
2014,2,26,28.7,20.8,75,2,320,30.3
2014,2,27,31.6,22.7,67,3,290,32.1
2014,2,28,31,22.8,66,1,250,32.5
2014,3,1,31.3,22.5,64,3,270,32.4
2014,3,2,32.2,23.2,71,2,40,33.9
2014,3,3,31.6,23.1,67,2,360,33.2
2014,3,4,31.4,24,69,1,250,34.1
2014,3,5,31.8,23.3,67,2,270,34.3
2014,3,6,31.5,24.5,63,2,250,34
2014,3,7,28,23,75,2,110,30.2
2014,3,8,31.4,23.6,68,2,250,33.6
2014,3,9,31.4,24,67,2,110,32.9
2014,3,10,31,23,69,2,70,33
2014,3,11,29.6,24.3,74,3,90,32.4
2014,3,12,33,24,66,3,110,35.5
2014,3,13,32.2,25,67,2,140,35
2014,3,14,33,26,66,3,270,37.4
2014,3,15,32,25,63,2,110,33.9
2014,3,16,31.5,24.5,63,3,270,33.2
2014,3,17,32.6,24,60,4,90,33.5
2014,3,18,32.8,24.2,67,3,250,35
2014,3,19,33.9,24,59,4,250,33.9
2014,3,20,32.6,24.5,60,2,40,34.4
2014,3,21,31.6,24.5,69,3,20,33
2014,3,22,31.8,24.5,65,3,90,33.9
2014,3,23,32,24.5,60,3,70,33.1
2014,3,24,30.2,23.8,82,1,140,
2014,3,25,29,24.6,81,2,270,32.1
2014,3,26,34.1,25,67,3,110,37.1
2014,3,27,31.5,25,71,2,270,34.6
2014,3,28,34.6,25.4,61,3,140,38.5
2014,3,29,34.5,26,67,3,160,38.3
2014,3,30,34,26,62,4,110,38.3
2014,3,31,34,26,59,4,160,36.9
