date,Albedo_BSA_Band1,Albedo_WSA_Band1,station,Albedo_BSA_Band1_smooth,Albedo_WSA_Band1_smooth
2014-01-01,75.68476155712533,79.70511669851628,Science_Garden,75.60341198926278,79.83997066243839
2014-01-02,75.63020115616798,79.7123616118091,Science_Garden,75.38996950125023,79.54854174093674
2014-01-03,75.55221046806152,79.6311402481854,Science_Garden,75.19706372925688,79.2836058912091
2014-01-04,75.47605247682675,79.5872167059411,Science_Garden,75.02469467328277,79.04516311325553
2014-01-05,75.2749355161453,79.39010726905074,Science_Garden,74.87286233332786,78.83321340707596
2014-01-06,75.33966421958712,79.468370194317,Science_Garden,74.74156670939216,78.64775677267043
2014-01-07,75.34204749979605,79.48191803299821,Science_Garden,74.63080780147567,78.48879321003893
2014-01-08,75.08367661650946,79.15461273791784,Science_Garden,74.5405856095784,78.35632271918148
2014-01-09,74.75923064089848,78.43697700352108,Science_Garden,74.47090013370034,78.25034530009805
2014-01-10,74.92794609769794,78.61010218978107,Science_Garden,74.4217513738415,78.17086095278864
2014-01-11,72.75475662745792,76.43203563904503,Science_Garden,74.39313933000187,78.11786967725328
2014-01-12,73.14409185001813,76.92414121798022,Science_Garden,74.38506400218147,78.09137147349195
2014-01-13,72.23258715087667,75.85980614437192,Science_Garden,74.39752539038027,78.09136634150464
2014-01-14,72.78976721331611,76.13228917142679,Science_Garden,74.43052349459828,78.11785428129137
2014-01-15,72.82239420183032,76.19001289847058,Science_Garden,74.48405831483551,78.17083529285212
2014-01-16,72.9234508939505,76.25246142542245,Science_Garden,74.55812985109017,78.25030937618504
2014-01-17,72.51347036519655,75.75768309718616,Science_Garden,74.78170517781248,78.48162336245318
2014-01-18,74.57551111299625,78.16148837801153,Science_Garden,75.01013841736432,78.72808837586528
2014-01-19,75.64075164138553,79.56498981208964,Science_Garden,75.25765797358594,79.0044000040018
2014-01-20,76.08414188006998,80.02209144089213,Science_Garden,75.53390034276188,79.31812837837538
2014-01-21,77.69769934266934,81.80067162046298,Science_Garden,75.81527032026958,79.64120642600699
2014-01-22,77.63705344384111,81.75605172906546,Science_Garden,76.18985283983102,80.06179654631657
2014-01-23,77.61956987710776,81.77882966561876,Science_Garden,76.43607771242283,80.36335956641915
2014-01-24,77.5980923120892,81.7565304372678,Science_Garden,76.62047755804737,80.61365673767133
2014-01-25,77.22387766266627,81.27002769514823,Science_Garden,76.75276251883267,80.80761221816348
2014-01-26,77.4713170789704,81.53682708720798,Science_Garden,76.85714291306408,80.9781511501098
2014-01-27,77.71688701826535,81.88547607190478,Science_Garden,76.79872159209401,80.98454964991619
2014-01-28,76.49062217618406,80.79910960262707,Science_Garden,76.70104795840305,80.95851922915912
2014-01-29,76.83729339588598,81.11978347167086,Science_Garden,76.21664542875243,80.54457791106508
2014-01-30,75.94489545066287,80.17690400627781,Science_Garden,75.78756035853846,80.16476384558104
2014-01-31,75.97859630341839,80.25586635740669,Science_Garden,75.35231419342745,79.7649916448928
2014-02-01,75.507405022537,79.88552417747522,Science_Garden,74.96234235209607,79.40155025753788
2014-02-02,75.48335469694192,79.89259598364156,Science_Garden,74.48435047458199,78.93914108776059
2014-02-03,75.0539711824548,79.42051138799744,Science_Garden,74.13714666606583,78.60976600603453
2014-02-04,74.21097245279839,78.60952756127074,Science_Garden,73.88124578893121,78.38430258339571
2014-02-05,73.45027053386899,77.96820936767062,Science_Garden,73.70129347382573,78.22529595412439
2014-02-06,70.58915539198262,75.27494197110056,Science_Garden,73.65646609077666,78.18121689044844
2014-02-07,72.08813140067646,76.87147582148845,Science_Garden,73.60903647344092,78.11418089083352
2014-02-08,72.25958446810641,77.02554036452399,Science_Garden,73.63118834213526,78.11636061830005
2014-02-09,72.1396014215664,76.75019119168651,Science_Garden,73.77344721437234,78.24276470037108
2014-02-10,72.00621325142605,76.56616059675297,Science_Garden,74.00572661729636,78.46086161012688
2014-02-11,72.00800315222624,76.60712753382076,Science_Garden,74.37773932305149,78.8268994797344
2014-02-12,71.73072141021743,76.30935079527347,Science_Garden,74.8578915796584,79.30969670929927
2014-02-13,78.19710156342293,82.60878326047856,Science_Garden,75.35909063197701,79.82417796838351
2014-02-14,77.89967948507002,82.3081418689903,Science_Garden,76.04737327839693,80.52785572874892
2014-02-15,78.34819463368615,82.86525259406767,Science_Garden,76.71860622379454,81.21525417291001
2014-02-16,77.68602809601178,82.12816662895843,Science_Garden,77.41402718415434,81.93250138124927
2014-02-17,79.23287201813072,83.51432621241267,Science_Garden,78.08632226894926,82.63968931385665
2014-02-18,79.13447060393624,83.40402414802834,Science_Garden,78.74556895058757,83.34135635491062
2014-02-19,79.25783792028207,83.36734002169204,Science_Garden,79.34134858468867,83.99666643742678
2014-02-20,79.26062567787424,83.3633998779827,Science_Garden,79.88405604283949,84.59893772723422
2014-02-21,79.53105245236651,84.09554088264468,Science_Garden,80.35026915523471,85.13238670329454
2014-02-22,81.51684840877584,86.56890771684833,Science_Garden,80.62841425030443,85.49392768435392
2014-02-23,82.44350536855596,87.69902808092482,Science_Garden,81.01414348140732,85.98398188967946
2014-02-24,82.36226835120986,87.7213372266713,Science_Garden,81.49466925291289,86.56880708555302
2014-02-25,82.36989119855056,87.7476847167211,Science_Garden,81.60436270317551,86.77747192705041
2014-02-26,81.75893390416029,87.1096580294046,Science_Garden,81.5389774366505,86.82085529590435
2014-02-27,81.67053916485999,87.06523706287116,Science_Garden,81.23935037197059,86.62717344422255
2014-02-28,81.63235767127692,87.09870773655233,Science_Garden,80.69669241683843,86.17967017425659
