date,NDBI,NDBI_smooth
2014-01-01,0.006729537535984443,0.00672953753598444
2014-01-02,0.006729537535984443,0.00672953753598444
2014-01-03,0.006729537535984443,0.006729537535984441
2014-01-04,0.006729537535984443,0.006729537535984441
2014-01-05,0.006729537535984443,0.006729537535984441
2014-01-06,0.006729537535984443,0.006729537535984442
2014-01-07,0.006729537535984443,0.006729537535984442
2014-01-08,0.006729537535984443,0.006729537535984479
2014-01-09,0.006729537535984443,0.006729537535984479
2014-01-10,0.006729537535984443,0.006729537535984479
2014-01-11,0.006729537535984443,0.006729537535984479
2014-01-12,0.006729537535984443,0.006729537535984479
2014-01-13,0.006729537535984443,0.006729537535984479
2014-01-14,0.006729537535984443,0.006729537535984479
2014-01-15,0.006729537535984443,0.006729537535984479
2014-01-16,0.006729537535984443,0.006729537535984479
2014-01-17,0.006729537535984443,0.006729537535984479
2014-01-18,0.006729537535984443,0.006729537535984479
2014-01-19,0.006729537535984443,0.006729537535984479
2014-01-20,0.006729537535984443,0.006729537535984479
2014-01-21,0.006729537535984443,0.006729537535984479
2014-01-22,0.006729537535984443,0.006729537535984479
2014-01-23,0.006729537535984443,0.006729537535984479
2014-01-24,0.006729537535984443,0.006729537535984479
2014-01-25,0.006729537535984443,0.006729537535984479
2014-01-26,0.006729537535984443,0.006729537535984479
2014-01-27,0.006729537535984443,0.006729537535984479
2014-01-28,0.006729537535984443,0.006729537535984479
2014-01-29,0.006729537535984443,0.006729537535984479
2014-01-30,0.006729537535984443,0.006729537535984479
2014-01-31,0.006729537535984443,0.006729537535984479
2014-02-01,0.006729537535984443,0.006729537535984479
2014-02-02,0.006729537535984443,0.006729537535984479
2014-02-03,0.006729537535984443,-4.540688136106096e-05
2014-02-04,0.006729537535984443,-0.007949508701597519
2014-02-05,0.006729537535984443,-0.012205563527878684
2014-02-06,0.006729537535984443,-0.008904949580966737
2014-02-07,0.006729537535984443,0.004992372300767726
2014-02-08,0.006729537535984443,0.031657858661345704
2014-02-09,0.006729537535984443,0.07239438342717983
2014-02-10,0.10270791678171251,0.1276362379070743
2014-02-11,0.19868629602744056,0.19694913079222487
2014-02-12,0.29466467527316864,0.2944121488226623
2014-02-13,0.3906430545188967,0.405035534898996
