date,NDBI,NDBI_smooth
2014-01-01,-0.3162398363141363,-0.31700308558161067
2014-01-02,-0.3162398363141363,-0.3170466998254663
2014-01-03,-0.3162398363141363,-0.3167128831128786
2014-01-04,-0.3162398363141363,-0.31600163544384746
2014-01-05,-0.3162398363141363,-0.31491295681837295
2014-01-06,-0.3162398363141363,-0.31344684723645505
2014-01-07,-0.31277977296825227,-0.3116033066980938
2014-01-08,-0.30931970962236827,-0.3093823352032909
2014-01-09,-0.3058596462764842,-0.30632189512010705
2014-01-10,-0.3023995829306002,-0.3028625420958607
2014-01-11,-0.29893951958471615,-0.2991853577709676
2014-01-12,-0.29547945623883215,-0.29548973896288494
2014-01-13,-0.2920193928929481,-0.2919933976661119
2014-01-14,-0.2885593295470641,-0.2889323610521886
2014-01-15,-0.28509926620118003,-0.28608188577565186
2014-01-16,-0.28307543913808664,-0.28365543789815495
2014-01-17,-0.2810516120749932,-0.2814740459005352
2014-01-18,-0.2790277850118998,-0.27937227491366534
2014-01-19,-0.2770039579488064,-0.2771982267184535
2014-01-20,-0.274980130885713,-0.2748135397458433
2014-01-21,-0.27295630382261954,-0.2720933890768139
2014-01-22,-0.27093247675952614,-0.2689264864423795
2014-01-23,-0.2659766135847282,-0.2652150802235901
2014-01-24,-0.2610207504099303,-0.26107381893684034
2014-01-25,-0.2560648872351323,-0.2556847467882831
2014-01-26,-0.2511090240603344,-0.24982899709407824
2014-01-27,-0.24615316088553646,-0.24420426856345134
2014-01-28,-0.24119729771073853,-0.2394248252986944
2014-01-29,-0.2362414345359406,-0.23602149679516526
2014-01-30,-0.23128557136114267,-0.2344416779412879
2014-01-31,-0.22632970818634474,-0.23464335478770085
2014-02-01,-0.23352540518945306,-0.23877288235812205
2014-02-02,-0.24072110219256138,-0.24503246739358753
2014-02-03,-0.24791679919566967,-0.2517824721991712
2014-02-04,-0.255112496198778,-0.2575414146439848
2014-02-05,-0.2623081932018863,-0.2609859681611778
2014-02-06,-0.26950389020499466,-0.2609509617479377
2014-02-07,-0.27669958720810295,-0.2564293799654896
2014-02-08,-0.25426753420712495,-0.24657236293909657
2014-02-09,-0.23183548120614692,-0.2323717300750004
2014-02-10,-0.20940342820516888,-0.21104553242220958
2014-02-11,-0.18697137520419088,-0.18591752740231499
2014-02-12,-0.16453932220321285,-0.16017137435817577
