date,Albedo_original,Albedo_linear,Albedo_spline
2014-01-01,0.0,0.6633583562150439,0.4777712380660003
2014-01-02,0.0,0.6633583562150439,0.47796344791830014
2014-01-03,0.0,0.6633583562150439,0.47815549920468825
2014-01-04,0.0,0.6633583562150439,0.4783473919893862
2014-01-05,0.0,0.6633583562150439,0.4785391263366159
2014-01-06,0.0,0.6633583562150439,0.47873070231059933
2014-01-07,0.0,0.6633583562150439,0.47892211997555884
2014-01-08,0.0,0.6633583562150439,0.4791133793957162
2014-01-09,0.0,0.6633583562150439,0.4793044806352933
2014-01-10,0.0,0.6633583562150439,0.47949542375851234
2014-01-11,0.0,0.6633583562150439,0.47968620882959506
2014-01-12,0.0,0.6633583562150439,0.47987683591276387
2014-01-13,0.0,0.6633583562150439,0.4800673050722401
2014-01-14,0.0,0.6633583562150439,0.48025761637224623
2014-01-15,0.0,0.6633583562150439,0.48044776987700416
2014-01-16,0.0,0.6633583562150439,0.4806377656507359
2014-01-17,0.0,0.6633583562150439,0.48082760375766337
2014-01-18,0.0,0.6633583562150439,0.48101728426200846
2014-01-19,0.0,0.6633583562150439,0.4812068072279934
2014-01-20,0.0,0.6633583562150439,0.48139617271983987
2014-01-21,0.0,0.6633583562150439,0.4815853808017702
2014-01-22,0.6633583562150439,0.6633583562150439,0.6633583562150439
2014-01-23,0.0,0.6552615539906697,0.48196332499276967
2014-01-24,0.0,0.6471647517662953,0.482152061230283
2014-01-25,0.0,0.639067949541921,0.482340640314768
2014-01-26,0.0,0.6309711473175467,0.4825290623104465
2014-01-27,0.0,0.6228743450931724,0.4827173272815407
2014-01-28,0.0,0.6147775428687982,0.4829054352922725
2014-01-29,0.0,0.6066807406444238,0.48309338640686394
2014-01-30,0.0,0.5985839384200495,0.48328118068953685
2014-01-31,0.0,0.5904871361956752,0.48346881820451343
2014-02-01,0.0,0.5823903339713009,0.4836562990160156
2014-02-02,0.0,0.5742935317469267,0.4838436231882651
2014-02-03,0.0,0.5661967295225523,0.48403079078548444
2014-02-04,0.0,0.558099927298178,0.4842178018718951
2014-02-05,0.0,0.5500031250738037,0.48440465651171943
2014-02-06,0.0,0.5419063228494294,0.4845913547691791
2014-02-07,0.0,0.533809520625055,0.4847778967084963
2014-02-08,0.0,0.5257127184006808,0.484964282393893
2014-02-09,0.0,0.5176159161763065,0.4851505118895912
2014-02-10,0.0,0.5095191139519322,0.48533658525981277
2014-02-11,0.0,0.5014223117275579,0.4855225025687798
2014-02-12,0.0,0.4933255095031836,0.48570826388071436
2014-02-13,0.0,0.4852287072788093,0.48589386925983824
2014-02-14,0.0,0.47713190505443503,0.4860793187703734
2014-02-15,0.0,0.46903510283006067,0.48626461247654224
2014-02-16,0.0,0.4609383006056864,0.48644975044256616
2014-02-17,0.0,0.4528414983813121,0.48663473273266766
2014-02-18,0.0,0.4447446961569378,0.4868195594110685
2014-02-19,0.0,0.4366478939325635,0.48700423054199066
2014-02-20,0.0,0.42855109170818917,0.4871887461896561
2014-02-21,0.0,0.4204542894838149,0.48737310641828696
2014-02-22,0.0,0.4123574872594406,0.48755731129210494
2014-02-23,0.0,0.4042606850350663,0.4877413608753325
2014-02-24,0.0,0.396163882810692,0.4879252552321912
2014-02-25,0.0,0.38806708058631767,0.4881089944269031
2014-02-26,0.0,0.3799702783619434,0.4882925785236904
2014-02-27,0.0,0.3718734761375691,0.48847600758677484
2014-02-28,0.0,0.3637766739131948,0.4886592816803786
2014-03-01,0.0,0.3556798716888205,0.4888424008687235
2014-03-02,0.0,0.34758306946444617,0.4890253652160317
2014-03-03,0.0,0.3394862672400719,0.48920817478652506
2014-03-04,0.0,0.3313894650156976,0.4893908296444256
2014-03-05,0.0,0.3232926627913233,0.48957332985395535
2014-03-06,0.0,0.315195860566949,0.4897556754793362
2014-03-07,0.0,0.30709905834257467,0.4899378665847902
2014-03-08,0.0,0.29900225611820036,0.49011990323453936
2014-03-09,0.0,0.2909054538938261,0.49030178549280573
2014-03-10,0.0,0.2828086516694518,0.490483513423811
2014-03-11,0.2747118494450775,0.2747118494450775,0.2747118494450775
2014-03-12,0.0,0.2760086018257337,0.49084650656092704
2014-03-13,0.0,0.27730535420638996,0.49102777189548186
2014-03-14,0.0,0.2786021065870462,0.49120888315966355
2014-03-15,0.0,0.27989885896770245,0.4913898404176944
2014-03-16,0.0,0.2811956113483587,0.4915706437337962
2014-03-17,0.0,0.28249236372901493,0.4917512931721911
2014-03-18,0.0,0.28378911610967117,0.4919317887971009
2014-03-19,0.0,0.2850858684903274,0.4921121306727479
2014-03-20,0.0,0.28638262087098365,0.49229231886335384
2014-03-21,0.0,0.2876793732516399,0.4924723534331408
2014-03-22,0.0,0.28897612563229613,0.49265223444633066
2014-03-23,0.0,0.2902728780129524,0.49283196196714535
2014-03-24,0.0,0.2915696303936086,0.4930115360598072
2014-03-25,0.0,0.29286638277426486,0.49319095678853797
2014-03-26,0.0,0.2941631351549211,0.4933702242175596
2014-03-27,0.0,0.29545988753557734,0.4935493384110941
2014-03-28,0.0,0.2967566399162336,0.4937282994333636
2014-03-29,0.0,0.2980533922968899,0.49390710734858984
2014-03-30,0.0,0.29935014467754606,0.4940857622209951
2014-03-31,0.0,0.30064689705820236,0.49426426411480107
2014-04-01,0.0,0.3019436494388586,0.49444261309423004
2014-04-02,0.0,0.30324040181951484,0.4946208092235038
2014-04-03,0.0,0.3045371542001711,0.49479885256684447
2014-04-04,0.0,0.3058339065808273,0.49497674318847384
2014-04-05,0.0,0.30713065896148356,0.49515448115261396
2014-04-06,0.0,0.3084274113421398,0.49533206652348705
2014-04-07,0.0,0.30972416372279604,0.49550949936531474
2014-04-08,0.0,0.3110209161034523,0.49568677974231934
2014-04-09,0.0,0.3123176684841085,0.4958639077187226
2014-04-10,0.0,0.31361442086476476,0.4960408833587467
2014-04-11,0.0,0.314911173245421,0.4962177067266133
2014-04-12,0.0,0.31620792562607725,0.4963943778865449
2014-04-13,0.0,0.3175046780067335,0.49657089690276307
2014-04-14,0.0,0.31880143038738973,0.49674726383948997
2014-04-15,0.0,0.32009818276804597,0.4969234787609475
2014-04-16,0.0,0.3213949351487022,0.4970995417313578
2014-04-17,0.0,0.32269168752935845,0.4972754528149426
2014-04-18,0.0,0.3239884399100147,0.49745121207592424
2014-04-19,0.0,0.32528519229067093,0.4976268195785244
2014-04-20,0.0,0.3265819446713272,0.4978022753869652
2014-04-21,0.0,0.3278786970519834,0.49797757956546856
2014-04-22,0.0,0.32917544943263966,0.4981527321782566
2014-04-23,0.0,0.3304722018132959,0.4983277332895512
2014-04-24,0.0,0.33176895419395214,0.49850258296357447
