date,Albedo_original,Albedo_linear,Albedo_spline
2014-01-01,0.0,0.5765753902538885,0.5856462330445902
2014-01-02,0.0,0.5765753902538885,0.5858002302471235
2014-01-03,0.0,0.5765753902538885,0.5859539520316218
2014-01-04,0.0,0.5765753902538885,0.5861073985713808
2014-01-05,0.0,0.5765753902538885,0.5862605700396957
2014-01-06,0.0,0.5765753902538885,0.5864134666098627
2014-01-07,0.0,0.5765753902538885,0.5865660884551771
2014-01-08,0.0,0.5765753902538885,0.5867184357489348
2014-01-09,0.0,0.5765753902538885,0.5868705086644309
2014-01-10,0.0,0.5765753902538885,0.5870223073749619
2014-01-11,0.0,0.5765753902538885,0.5871738320538227
2014-01-12,0.0,0.5765753902538885,0.5873250828743093
2014-01-13,0.0,0.5765753902538885,0.5874760600097166
2014-01-14,0.0,0.5765753902538885,0.5876267636333415
2014-01-15,0.0,0.5765753902538885,0.5877771939184788
2014-01-16,0.0,0.5765753902538885,0.5879273510384244
2014-01-17,0.0,0.5765753902538885,0.5880772351664739
2014-01-18,0.0,0.5765753902538885,0.5882268464759227
2014-01-19,0.0,0.5765753902538885,0.5883761851400667
2014-01-20,0.0,0.5765753902538885,0.5885252513322015
2014-01-21,0.0,0.5765753902538885,0.5886740452256228
2014-01-22,0.0,0.5765753902538885,0.5888225669936259
2014-01-23,0.0,0.5765753902538885,0.5889708168095064
2014-01-24,0.0,0.5765753902538885,0.5891187948465609
2014-01-25,0.0,0.5765753902538885,0.5892665012780838
2014-01-26,0.0,0.5765753902538885,0.5894139362773713
2014-01-27,0.0,0.5765753902538885,0.5895611000177193
2014-01-28,0.0,0.5765753902538885,0.5897079926724231
2014-01-29,0.0,0.5765753902538885,0.5898546144147782
2014-01-30,0.0,0.5765753902538885,0.5900009654180807
2014-01-31,0.0,0.5765753902538885,0.5901470458556254
2014-02-01,0.0,0.5765753902538885,0.590292855900709
2014-02-02,0.0,0.5765753902538885,0.5904383957266265
2014-02-03,0.0,0.5765753902538885,0.5905836655066734
2014-02-04,0.0,0.5765753902538885,0.5907286654141459
2014-02-05,0.0,0.5765753902538885,0.5908733956223391
2014-02-06,0.0,0.5765753902538885,0.5910178563045492
2014-02-07,0.0,0.5765753902538885,0.5911620476340713
2014-02-08,0.0,0.5765753902538885,0.5913059697842011
2014-02-09,0.0,0.5765753902538885,0.5914496229282346
2014-02-10,0.0,0.5765753902538885,0.5915930072394671
2014-02-11,0.0,0.5765753902538885,0.5917361228911941
2014-02-12,0.0,0.5765753902538885,0.5918789700567121
2014-02-13,0.0,0.5765753902538885,0.5920215489093155
2014-02-14,0.0,0.5765753902538885,0.5921638596223007
2014-02-15,0.0,0.5765753902538885,0.5923059023689631
2014-02-16,0.0,0.5765753902538885,0.5924476773225986
2014-02-17,0.0,0.5765753902538885,0.5925891846565027
2014-02-18,0.0,0.5765753902538885,0.5927304245439708
2014-02-19,0.0,0.5765753902538885,0.592871397158299
2014-02-20,0.0,0.5765753902538885,0.5930121026727825
2014-02-21,0.0,0.5765753902538885,0.5931525412607168
2014-02-22,0.0,0.5765753902538885,0.5932927130953981
2014-02-23,0.0,0.5765753902538885,0.5934326183501218
2014-02-24,0.0,0.5765753902538885,0.5935722571981834
2014-02-25,0.0,0.5765753902538885,0.5937116298128788
2014-02-26,0.0,0.5765753902538885,0.5938507363675034
2014-02-27,0.0,0.5765753902538885,0.5939895770353527
2014-02-28,0.0,0.5765753902538885,0.5941281519897228
2014-03-01,0.0,0.5765753902538885,0.5942664614039089
2014-03-02,0.0,0.5765753902538885,0.5944045054512069
2014-03-03,0.0,0.5765753902538885,0.5945422843049125
2014-03-04,0.0,0.5765753902538885,0.5946797981383211
2014-03-05,0.0,0.5765753902538885,0.5948170471247282
2014-03-06,0.0,0.5765753902538885,0.5949540314374296
2014-03-07,0.0,0.5765753902538885,0.5950907512497213
2014-03-08,0.0,0.5765753902538885,0.5952272067348985
2014-03-09,0.0,0.5765753902538885,0.5953633980662569
2014-03-10,0.0,0.5765753902538885,0.5954993254170924
2014-03-11,0.0,0.5765753902538885,0.5956349889607003
2014-03-12,0.0,0.5765753902538885,0.5957703888703764
2014-03-13,0.0,0.5765753902538885,0.5959055253194161
2014-03-14,0.0,0.5765753902538885,0.5960403984811155
2014-03-15,0.0,0.5765753902538885,0.5961750085287698
2014-03-16,0.0,0.5765753902538885,0.5963093556356749
2014-03-17,0.0,0.5765753902538885,0.5964434399751263
2014-03-18,0.0,0.5765753902538885,0.5965772617204197
2014-03-19,0.0,0.5765753902538885,0.5967108210448505
2014-03-20,0.0,0.5765753902538885,0.5968441181217149
2014-03-21,0.0,0.5765753902538885,0.5969771531243082
2014-03-22,0.0,0.5765753902538885,0.5971099262259257
2014-03-23,0.0,0.5765753902538885,0.5972424375998636
2014-03-24,0.0,0.5765753902538885,0.5973746874194173
2014-03-25,0.0,0.5765753902538885,0.5975066758578821
2014-03-26,0.0,0.5765753902538885,0.5976384030885542
2014-03-27,0.0,0.5765753902538885,0.5977698692847291
2014-03-28,0.0,0.5765753902538885,0.5979010746197021
2014-03-29,0.0,0.5765753902538885,0.5980320192667693
2014-03-30,0.0,0.5765753902538885,0.5981627033992261
2014-03-31,0.0,0.5765753902538885,0.5982931271903679
2014-04-01,0.0,0.5765753902538885,0.5984232908134908
2014-04-02,0.0,0.5765753902538885,0.5985531944418903
2014-04-03,0.0,0.5765753902538885,0.5986828382488616
2014-04-04,0.0,0.5765753902538885,0.5988122224077008
2014-04-05,0.0,0.5765753902538885,0.5989413470917035
