date,NDBI,NDBI_smooth
2014-01-01,-0.23620919594010728,-0.23592074154501616
2014-01-02,-0.23620919594010728,-0.23590425843672527
2014-01-03,-0.23620919594010728,-0.23603041761172108
2014-01-04,-0.23620919594010728,-0.23629921907000362
2014-01-05,-0.23620919594010728,-0.23671066281157285
2014-01-06,-0.23620919594010728,-0.23726474883642878
2014-01-07,-0.23751685586451937,-0.23796147714457144
2014-01-08,-0.23882451578893144,-0.2388008477360022
2014-01-09,-0.24013217571334353,-0.23991916323697
2014-01-10,-0.2414398356377556,-0.2411818538608141
2014-01-11,-0.24274749556216768,-0.24254750051490592
2014-01-12,-0.24405515548657974,-0.24396285008015195
2014-01-13,-0.24536281541099184,-0.24536281541099314
2014-01-14,-0.24667047533540393,-0.24667047533540523
2014-01-15,-0.247978135259816,-0.2479781352598173
2014-01-16,-0.24928579518422808,-0.24936215183409535
2014-01-17,-0.2505934551086402,-0.2507588945166844
2014-01-18,-0.25190111503305224,-0.25211452208011487
2014-01-19,-0.2532087749574643,-0.2533849826110025
2014-01-20,-0.25451643488187636,-0.2545360135100485
2014-01-21,-0.2558240948062885,-0.25554314149203944
2014-01-22,-0.25713175473070055,-0.25639168258584727
2014-01-23,-0.2573576954486782,-0.2570767421344292
2014-01-24,-0.2575836361666559,-0.257603214794828
2014-01-25,-0.2578095768846336,-0.2579857845381718
2014-01-26,-0.2580355176026113,-0.25824892464967386
2014-01-27,-0.25826145832058894,-0.25842689772863325
2014-01-28,-0.25848739903856666,-0.258563755688434
2014-01-29,-0.2587133397565443,-0.2587133397565457
2014-01-30,-0.25893928047452197,-0.25893928047452336
2014-01-31,-0.2591652211924997,-0.25916522119250107
2014-02-01,-0.25939116191047734,-0.2594679785505108
2014-02-02,-0.25961710262845505,-0.25978353868185916
2014-02-03,-0.2598430433464327,-0.2600577360070364
2014-02-04,-0.2600689840644104,-0.2602462532337165
2014-02-05,-0.2602949247823881,-0.2603146213567567
2014-02-06,-0.2605208655003658,-0.26023821965819804
2014-02-07,-0.26074680621834345,-0.26000227570726514
2014-02-08,-0.25988451120253403,-0.2596018653603663
2014-02-09,-0.2590222161867246,-0.2590419127610932
2014-02-10,-0.2581599211709152,-0.2583371903402213
2014-02-11,-0.25729762615510576,-0.25751231881570946
2014-02-12,-0.25643533113929634,-0.25660176719270045
2014-02-13,-0.2555730361234869,-0.2556498527635203
2014-02-14,-0.2547107411076775,-0.25471074110767883
2014-02-15,-0.2538484460918681,-0.2538484460918694
2014-02-16,-0.25298615107605865,-0.25298615107606
2014-02-17,-0.25212385606024923,-0.2518648809691981
2014-02-18,-0.2512615610444398,-0.2507004483471609
2014-02-19,-0.2503992660286304,-0.24967546385107492
2014-02-20,-0.249536971012821,-0.24893933618731667
2014-02-21,-0.24867467599701157,-0.24860827212751227
2014-02-22,-0.24781238098120215,-0.2487652765085374
2014-02-23,-0.24695008596539272,-0.2494601522325176
2014-02-24,-0.24975660473949268,-0.2507095002668279
2014-02-25,-0.25256312351359267,-0.25249671964409337
2014-02-26,-0.2553696422876926,-0.2547720074621884
2014-02-27,-0.2581761610617926,-0.2574523588842372
2014-02-28,-0.2609826798358925,-0.26042156713861364
2014-03-01,-0.2637891986099925,-0.2635302235189415
2014-03-02,-0.26659571738409243,-0.2665957173840939
2014-03-03,-0.2694022361581924,-0.2694022361581938
2014-03-04,-0.27220875493229235,-0.2722087549322938
2014-03-05,-0.27501527370639234,-0.275801616501279
2014-03-06,-0.27782179248049227,-0.279525535202745
2014-03-07,-0.28062831125459226,-0.28282603855311894
2014-03-08,-0.2834348300286922,-0.2852494672476595
2014-03-09,-0.2862413488027922,-0.2864429751604566
2014-03-10,-0.28904786757689216,-0.2861545293444316
2014-03-11,-0.2918543863509921,-0.2842329100313374
2014-03-12,-0.28352104886421886,-0.2806277106317583
2014-03-13,-0.2751877113774457,-0.27538933773511
2014-03-14,-0.26685437389067246,-0.26866901110963964
2014-03-15,-0.25852103640389923,-0.2607187637024258
2014-03-16,-0.250187698917126,-0.25189144163937854
2014-03-17,-0.24185436143035283,-0.24264070422523926
2014-03-18,-0.2335210239435796,-0.23352102394358087
2014-03-19,-0.2251876864568064,-0.2251876864568076
2014-03-20,-0.2168543489700332,-0.21685434897003436
2014-03-21,-0.20852101148325997,-0.20800967898899717
2014-03-22,-0.20018767399648676,-0.19907978692558276
2014-03-23,-0.19185433650971356,-0.19042522774369502
2014-03-24,-0.18352099902294033,-0.18234100095925543
2014-03-25,-0.17518766153616713,-0.17505655064020298
2014-03-26,-0.1668543240493939,-0.16873576540649396
2014-03-27,-0.1585209865626207,-0.16347697843010228
2014-03-28,-0.15743152607791916,-0.15931296743501916
2014-03-29,-0.15634206559321762,-0.15621095469725335
2014-03-30,-0.15525260510851605,-0.154072607044831
2014-03-31,-0.1541631446238145,-0.15273403585779577
2014-04-01,-0.15307368413911296,-0.15196579706820867
2014-04-02,-0.15198422365441142,-0.1514728911601483
2014-04-03,-0.15089476316970987,-0.15089476316971065
2014-04-04,-0.1498053026850083,-0.1498053026850091
2014-04-05,-0.14871584220030676,-0.14871584220030754
2014-04-06,-0.14762638171560521,-0.14786990966522712
2014-04-07,-0.14653692123090367,-0.14706456512175023
2014-04-08,-0.14544746074620213,-0.14612809014386194
2014-04-09,-0.14435800026150059,-0.1449199878375501
2014-04-10,-0.14326853977679901,-0.14333098284080523
2014-04-11,-0.14217907929209747,-0.14128302132362047
2014-04-12,-0.14108961880739593,-0.13872927098799187
2014-04-13,-0.13655017903639505,-0.13565412106791802
2014-04-14,-0.1320107392653942,-0.1320731823294003
2014-04-15,-0.12747129949439331,-0.12803328707044276
2014-04-16,-0.12293185972339243,-0.12361248912105213
2014-04-17,-0.11839241995239157,-0.11892006384323797
2014-04-18,-0.1138529801813907,-0.11409650813101244
2014-04-19,-0.10931354041038982,-0.1093135404103904
2014-04-20,-0.10477410063938895,-0.10477410063938951
2014-04-21,-0.10023466086838809,-0.10023466086838861
2014-04-22,-0.0956952210973872,-0.095348171969645
2014-04-23,-0.09115578132638634,-0.09040384154961095
2014-04-24,-0.08661634155538547,-0.08564638373682297
2014-04-25,-0.08207690178438459,-0.08127601918190186
2014-04-26,-0.07753746201338373,-0.07744847505755267
2014-04-27,-0.07299802224238285,-0.07427498505856475
2014-04-28,-0.06845858247138198,-0.0718222894018117
2014-04-29,-0.0688356720100695,-0.07011263482625141
2014-04-30,-0.06921276154875704,-0.06912377459292593
2014-05-01,-0.06958985108744456,-0.06878896848496174
2014-05-02,-0.06996694062613208,-0.0689969828075695
2014-05-03,-0.07034403016481962,-0.06959209038804409
2014-05-04,-0.07072111970350714,-0.07037407057576481
2014-05-05,-0.07109820924219466,-0.07109820924219504
2014-05-06,-0.07147529878088218,-0.07147529878088257
2014-05-07,-0.07185238831956972,-0.07185238831957011
2014-05-08,-0.07222947785825724,-0.0718191482982452
2014-05-09,-0.07260656739694477,-0.07171752001691821
2014-05-10,-0.0729836569356323,-0.07183683842175179
2014-05-11,-0.07336074647431982,-0.07241383210506075
2014-05-12,-0.07373783601300735,-0.07363262330531224
2014-05-13,-0.07411492555169488,-0.07562472790712566
2014-05-14,-0.0744920150903824,-0.07846905544127256
2014-05-15,-0.08068210672924604,-0.08219190908467684
2014-05-16,-0.0868721983681097,-0.08676698566041466
2014-05-17,-0.09306229000697333,-0.09211537563771437
2014-05-18,-0.09925238164583697,-0.09810556313195659
2014-05-19,-0.1054424732847006,-0.10455342590467423
2014-05-20,-0.11163256492356426,-0.11122223536355241
2014-05-21,-0.1178226565624279,-0.11782265656242853
2014-05-22,-0.12401274820129154,-0.12401274820129221
2014-05-23,-0.13020283984015518,-0.13020283984015588
2014-05-24,-0.13639293147901882,-0.13656642699902022
2014-05-25,-0.14258302311788246,-0.14295893007788468
2014-05-26,-0.1487731147567461,-0.14925801249213339
2014-05-27,-0.15496320639560973,-0.1553635806725352
2014-05-28,-0.16115329803447337,-0.16119778406524363
2014-05-29,-0.16734338967333703,-0.16670501513179692
2014-05-30,-0.17353348131220067,-0.17185190934911812
2014-05-31,-0.17726571975105473,-0.17662734520951476
2014-06-01,-0.18099795818990883,-0.1810424442206792
2014-06-02,-0.1847301966287629,-0.18513057090568852
2014-06-03,-0.18846243506761695,-0.18894733280300446
2014-06-04,-0.19219467350647104,-0.19257058046647352
2014-06-05,-0.1959269119453251,-0.19610040746532686
2014-06-06,-0.1996591503841792,-0.19965915038418025
2014-06-07,-0.20339138882303326,-0.20339138882303434
2014-06-08,-0.20712362726188732,-0.20712362726188843
2014-06-09,-0.2108558657007414,-0.2109690579137924
2014-06-10,-0.21458810413959548,-0.214833353934538
2014-06-11,-0.21832034257844957,-0.21863670030210294
2014-06-12,-0.22205258101730363,-0.22231379381665067
2014-06-13,-0.2257848194561577,-0.22581384310053065
2014-06-14,-0.22951705789501176,-0.2291005685982782
2014-06-15,-0.23324929633386585,-0.2321522025766145
2014-06-16,-0.23537797842118008,-0.23496148912444653
2014-06-17,-0.23750666050849428,-0.2375356841528673
2014-06-18,-0.23963534259580851,-0.23989655539515567
2014-06-19,-0.24176402468312275,-0.24208038240677626
2014-06-20,-0.24389270677043695,-0.24413795656537965
2014-06-21,-0.24602138885775118,-0.24613458107080238
