NDVI_scaled,QA,TIMEOFDAY,date
0.14960767669531988,992.0950196592398,454.0,2014-01-01
0.41414720630372504,841.0057190515907,436.0,2014-01-02
0.675517848615091,72.9150482544978,418.0,2014-01-03
0.6095105231254166,400.091683545812,536.0,2014-01-04
0.3609427835364006,907.0904325032769,518.0,2014-01-05
0.03880670424925743,1035.4294054569289,500.0,2014-01-06
0.40987274966137177,772.7260216847375,442.0,2014-01-07
0.6321977281123013,357.7825568926487,486.56039896564454,2014-01-08
0.20496762713951483,933.9568092458004,542.0,2014-01-09
0.031230751045644663,1303.2940545692848,524.0,2014-01-10
0.1090078014184397,1382.8650661265344,506.0,2014-01-11
0.03211098381523914,1576.6799714047427,448.0,2014-01-12
0.016399767191977083,1379.488978910998,430.0,2014-01-13
0.03004777736731929,1232.452162516383,456.1859376924022,2014-01-14
0.06941437837182518,1733.8852615274639,530.0,2014-01-15
0.05499397466205976,1387.5699988085312,512.0,2014-01-16
0.07594259789875839,1596.538424877875,454.0,2014-01-17
0.1536118670320506,1783.0252591445258,436.0,2014-01-18
0.03675007135322952,1241.6585249612772,483.9703418750387,2014-01-19
0.07129318290353391,1249.704634814727,536.0,2014-01-20
0.14581090501303265,1501.1703800786377,518.0,2014-01-21
0.12155153414517675,1397.8514238055527,500.0,2014-01-22
0.22324579620537077,1021.1551292743958,442.0,2014-01-23
0.3895899892550144,960.916775884666,516.727435530086,2014-01-24
0.39192474389282894,804.2032646252832,546.9559313814633,2014-01-25
0.4203910756924547,652.6080066722269,524.0,2014-01-26
0.2393481017191978,1039.4285714285713,506.0,2014-01-27
0.03631239379386775,1114.4724174907665,448.0,2014-01-28
0.12336128993150271,1024.4787322768977,430.0,2014-01-29
0.06553961950498706,1067.2554509710474,473.02450437138265,2014-01-30
0.47357018851912464,589.6292743953296,530.0,2014-01-31
0.2613605746499365,1164.122721315382,512.0,2014-02-01
0.5669178577923261,739.7508638150842,454.0,2014-02-02
0.4755170212765956,730.3015012510427,436.0,2014-02-03
0.3058471722131295,962.4930299058741,533.993695823483,2014-02-04
0.02377175840413742,1036.0370546884315,536.9375076960964,2014-02-05
0.5594868521549374,385.09668771595386,518.0,2014-02-06
0.42433021761532413,677.0051233170502,500.0,2014-02-07
0.3515635812571983,961.1773501727633,442.0,2014-02-08
0.44890273400191016,1054.1802096985584,580.7620582617003,2014-02-09
0.34727169890162385,1659.7365661861081,548.0,2014-02-10
0.48168376431473947,609.6086024067678,524.0,2014-02-11
0.35756218100260656,917.8645299654474,506.0,2014-02-12
0.6436565007163324,139.86679375670204,448.0,2014-02-13
0.5029818391222644,793.9404265459316,430.0,2014-02-14
