NDVI_scaled,QA,TIMEOFDAY,date
0.3131421991084696,1812.2461407560475,454.0,2014-01-01
0.3009471969111969,693.3898140269845,436.0,2014-01-02
0.027467474903474905,1162.472954904583,475.25652509652514,2014-01-03
0.3185576988416988,713.068433207731,536.0,2014-01-04
0.0028707280832095104,1165.4781815971805,518.0,2014-01-05
0.006235366795366796,1044.6180867874077,500.0,2014-01-06
0.21040390733590736,1297.3670839917345,442.0,2014-01-07
0.04083150579150579,1812.6180867874075,424.0,2014-01-08
0.06866898713826368,1812.9900328187678,472.9067524115756,2014-01-09
0.14276445765230314,1749.51416069041,524.0,2014-01-10
0.013649930501930503,1796.4683359669384,506.0,2014-01-11
-0.0048715304606240725,1812.2461407560475,448.0,2014-01-12
-0.004401114413075781,1812.2461407560475,430.0,2014-01-13
-0.012114965250965249,1812.4941047769541,548.0,2014-01-14
0.04978605405405407,1812.6180867874075,530.0,2014-01-15
0.08098214671814673,1748.7192172116206,512.0,2014-01-16
-0.0025208320950965823,1812.2461407560475,454.0,2014-01-17
0.003953254086181278,1812.2461407560475,436.0,2014-01-18
-0.0059972511144130766,1801.41740610186,498.5693907875186,2014-01-19
0.009523474903474905,1761.1815971800172,536.0,2014-01-20
0.1545349189189189,1812.6180867874075,518.0,2014-01-21
0.12924509652509653,988.7073659900332,500.0,2014-01-22
0.07638454054054054,1812.6180867874075,442.0,2014-01-23
0.3814095570725512,980.3549896681657,424.0,2014-01-24
0.6663641639871385,959.982375106357,530.8488745980708,2014-01-25
0.044499019316493305,1222.4846237996842,524.0,2014-01-26
0.4639911589895988,1015.5543332928165,506.0,2014-01-27
0.06166576523031206,1044.2057858271548,448.0,2014-01-28
0.4880197992277994,626.1811109760546,430.0,2014-01-29
0.7214032690695724,343.05062598760185,461.02122186495177,2014-01-30
0.04942440514469454,1812.9900328187678,530.0,2014-01-31
0.14359491891891893,1812.6180867874075,512.0,2014-02-01
0.507515861003861,681.5830193266075,454.0,2014-02-02
0.3555448957528958,434.31785584052517,436.0,2014-02-03
0.1837722186495177,932.2888051537622,434.72668810289395,2014-02-04
0.23436603861003863,712.4693083748637,536.0,2014-02-05
0.40434897297297295,744.2920870305095,518.0,2014-02-06
0.5858769575289577,501.8021149872372,500.0,2014-02-07
0.31150827799227804,720.8854381913214,442.0,2014-02-08
0.16486228571428574,1264.413091041692,424.0,2014-02-09
0.31111874598070743,872.7198249665738,426.5749196141479,2014-02-10
0.0062486181277860335,1184.4907013492161,524.0,2014-02-11
0.10821956756756758,1674.8473319557559,506.0,2014-02-12
0.2889232689450223,1220.195089339978,448.0,2014-02-13
0.40212044787644796,875.6354685790691,430.0,2014-02-14
0.45557035661218437,674.5780965114868,438.6341753343239,2014-02-15
0.26949028571428574,1033.2882581743047,530.0,2014-02-16
0.4250858841698842,794.2545885498971,512.0,2014-02-17
0.3890775752895752,803.5397471739399,454.0,2014-02-18
0.35169402316602316,732.6662209797013,436.0,2014-02-19
0.24737513312893328,1802.8171873100769,443.742778763918,2014-02-20
0.003572710424710425,1101.1888902394558,536.0,2014-02-21
0.03544098841698842,1044.6180867874077,518.0,2014-02-22
0.17212874131274133,1046.1560106964878,500.0,2014-02-23
0.6566616790490343,446.9993314695516,442.0,2014-02-24
0.05623181277860328,1044.398018718853,424.0,2014-02-25
0.5261139524517088,601.3748632551357,523.5096582466567,2014-02-26
0.3311014920368818,826.0450954175282,524.0,2014-02-27
0.483410074294205,777.6813540780358,506.0,2014-02-28
0.17418637837837836,1045.752279081075,448.0,2014-03-01
0.29992571428571446,827.041874316276,430.0,2014-03-02
0.5855443552123551,723.734471860946,470.22270270270275,2014-03-03
0.1636373848439822,1004.8422268141488,530.0,2014-03-04
0.4668523922734027,788.8033912726389,512.0,2014-03-05
0.1973298532818533,929.4291965479521,454.0,2014-03-06
0.4911174145616643,616.7806612373893,436.0,2014-03-07
0.43490723806571596,855.6176005834449,436.70210787352755,2014-03-08
0.4416686177606177,823.818342044488,536.0,2014-03-09
0.46760435521235527,632.5936550382887,518.0,2014-03-10
0.2840341158301159,1005.4336939346058,500.0,2014-03-11
0.47938945173745184,1617.2712410356148,442.0,2014-03-12
0.04713365250965251,1713.9303512823628,424.0,2014-03-13
0.03246567524115756,959.4554515619307,406.0,2014-03-14
0.16452829343629344,1475.7374498602169,524.0,2014-03-15
0.2127706409266409,831.4022730035254,506.0,2014-03-16
0.273891444015444,877.8521332198859,430.0,2014-03-18
0.40988699356913183,1050.4595235201166,554.0,2014-03-19
0.12178497771173852,1608.7887443782672,530.0,2014-03-20
0.35079905791505794,1110.3223532271788,512.0,2014-03-21
0.22428628571428574,1300.9751428224142,454.0,2014-03-22
-0.00427749806949807,1382.3781451318828,436.0,2014-03-23
-0.019617389961389963,1491.0777926340102,508.5643243243244,2014-03-24
0.1602159536679537,1092.7035371338277,536.0,2014-03-25
0.1950258395245171,932.2377537376929,518.0,2014-03-26
0.2953565824665677,903.3707912969495,500.0,2014-03-27
0.029872600297176827,1793.800170171387,442.0,2014-03-28
0.510166918918919,893.4872371459829,424.0,2014-03-29
0.6355828677563151,458.2546493253921,448.6843982169391,2014-03-30
0.5520794799405647,844.1472590251615,524.0,2014-03-31
0.31947756786791554,953.6848790567644,506.0,2014-04-01
0.4578946718146719,828.0132490579801,448.0,2014-04-02
0.6422639382239383,262.6521210647866,430.0,2014-04-03
0.6085504092664094,256.9776346177222,443.51413127413133,2014-04-04
0.17977857915057915,838.1377780478912,535.8030888030888,2014-04-05
0.49303166023166023,718.2649811595966,512.0,2014-04-06
0.4641951196911199,918.1818402819987,454.0,2014-04-07
0.3237546210995543,930.7903245411453,436.0,2014-04-08
0.27624854383358105,1246.43077671083,457.2395245170877,2014-04-09
