NDVI_scaled,QA,TIMEOFDAY,date
0.6939003353057202,351.5878795209871,454.0,2014-01-01
0.5342226405054873,504.1758800048387,436.0,2014-01-02
0.6751434859733261,485.6263457118665,515.6950443058747,2014-01-03
0.5633718606180145,710.0537679932262,536.0,2014-01-04
0.2410316594612571,998.1792064836097,518.0,2014-01-05
0.08776516573679029,1035.5970726986816,500.0,2014-01-06
0.04539280078895465,1035.6212652715615,442.0,2014-01-07
0.5976981867388362,655.5795330833432,511.1307171853857,2014-01-08
0.4303100484966053,867.6453973630097,542.0,2014-01-09
0.1329124209167205,1072.1145518325875,524.0,2014-01-10
0.36722439776829674,1688.0748155316323,506.0,2014-01-11
0.19362290979631433,1734.6288859320196,448.0,2014-01-12
0.04206107084557625,1199.6582194266362,430.0,2014-01-13
0.11703864071263613,1737.196443691787,548.0,2014-01-14
0.2860584954864593,1604.529333494617,530.0,2014-01-15
0.3862306443129521,818.0811056005808,512.0,2014-01-16
0.05871531394580306,1803.814805854603,454.0,2014-01-17
0.05594582868395144,1803.597072698682,436.0,2014-01-18
0.24971513351134847,1104.4430869722999,519.4552736982645,2014-01-19
0.19962655984303473,1354.306096528366,536.0,2014-01-20
0.037509105851413545,1072.2236603362767,518.0,2014-01-21
0.24661984220907301,1053.4886899721787,500.0,2014-01-22
0.2373518390422348,1041.134087335188,442.0,2014-01-23
0.34695282341203865,956.3856900931418,582.1706019288329,2014-01-24
0.6227338433783242,461.50580621749117,542.0,2014-01-25
0.28450898588775847,1151.9635901778154,524.0,2014-01-26
0.5844847981621268,888.6403774041371,506.0,2014-01-27
0.44951528716770617,676.3259344381274,448.0,2014-01-28
0.33875503616042096,1069.8257529938312,430.0,2014-01-29
0.05981212395093607,1138.7317648481917,548.0,2014-01-30
0.18080777519122054,1176.2709568162577,530.0,2014-01-31
0.08215672277162882,1786.8175880004842,512.0,2014-02-01
0.4930631492439185,839.0447562598282,454.0,2014-02-02
0.38721376494023907,855.6658400870934,436.0,2014-02-03
0.5593127169936816,704.3045844925608,488.55550382440975,2014-02-04
0.4025471729125576,886.6864037740417,536.0,2014-02-05
0.23829757794552026,950.1800532236607,518.0,2014-02-06
0.7128514539312447,265.80101608806103,500.0,2014-02-07
0.6795661209730443,238.68833917987183,442.0,2014-02-08
0.470888731097962,1095.0395548566594,424.0,2014-02-09
0.2361254240631164,906.0132454336523,542.0,2014-02-10
0.1321045749917952,1471.927119874199,524.0,2014-02-11
0.3017447128322941,889.153018023467,506.0,2014-02-12
0.4657882971729127,748.1778758921013,448.0,2014-02-13
0.5718159691182448,615.8342808757714,430.0,2014-02-14
0.17296950533462663,988.3983307124714,548.0,2014-02-15
0.343507704864512,955.5358654892949,530.0,2014-02-16
0.3179471765879614,866.0160880609651,512.0,2014-02-17
0.33433285524568396,907.1848312568043,454.0,2014-02-18
0.16466849269588318,1081.4077053344622,436.0,2014-02-19
0.5520507666209958,635.3671222934561,535.5321047526674,2014-02-20
0.20411466182777974,1007.5641707995647,536.0,2014-02-21
0.28956454183266944,957.2665416717069,518.0,2014-02-22
0.15177227801795815,1011.9677029152052,500.0,2014-02-23
0.3383800787659994,829.937159791944,442.0,2014-02-24
0.20581353856562928,1058.1274948590783,544.5657645466849,2014-02-25
0.04216996341868975,1041.8881093504294,542.0,2014-02-26
0.36628896414342627,947.029031087456,524.0,2014-02-27
0.3363719197896121,955.0602999879039,506.0,2014-02-28
0.6179998867723459,415.13275674367975,448.0,2014-03-01
0.4902772543390318,711.924761098343,430.0,2014-03-02
0.5306671566345196,704.5654409096409,554.0,2014-03-03
0.3959509986065956,764.4693359138747,530.0,2014-03-04
0.42123581883820166,856.1337849280275,512.0,2014-03-05
0.3637742615757417,918.8933107535989,454.0,2014-03-06
0.08075405973088289,1038.435042941817,436.0,2014-03-07
0.33331875717662957,890.6147937583163,493.2709219858158,2014-03-08
0.622239192648507,484.5770533446233,536.0,2014-03-09
0.08573624883690018,1035.4555461473326,518.0,2014-03-10
0.06845055884286655,1035.064291762429,500.0,2014-03-11
0.20467346166835532,1063.2806943268417,442.0,2014-03-12
